date,time,currency,event,impact,actual,forecast,previous
2012-01-05,10:00am,USD,Crude Oil Inventories,Low,-1.4M,3.9M,
2012-01-06,2:00am,GBP,Halifax HPI m/m,High,-0.1%,-1.0%,
2012-01-06,2:10am,CHF,Foreign Currency Reserves,High,,232B,
2012-01-06,2:15am,CHF,CPI m/m,High,0.0%,-0.2%,
2012-01-06,4:00am,EUR,Retail Sales m/m,Low,-0.2%,0.1%,
2012-01-06,4:00am,EUR,Unemployment Rate,Low,10.3%,10.3%,
2012-01-06,5:00am,EUR,German Factory Orders m/m,Low,-1.6%,5.0%,
2012-01-06,7:30am,USD,Non-Farm Employment Change,High,152K,100K,
2012-01-06,7:30am,USD,Unemployment Rate,High,8.7%,8.6%,
2012-01-06,7:30am,USD,Average Hourly Earnings m/m,Low,0.2%,0.0%,
2012-01-06,8:00am,USD,FOMC Member Dudley Speaks,Medium,,,
2012-01-06,11:40am,USD,FOMC Member Duke Speaks,Medium,,,
2012-01-06,12:00pm,USD,FOMC Member Raskin Speaks,Medium,,,
2012-01-08,All Day,JPY,Bank Holiday,Low,,,
2012-01-09,1:00am,EUR,German Trade Balance,Medium,12.3B,12.5B,
2012-01-09,1:45am,EUR,French Trade Balance,Medium,-5.8B,-5.6B,
2012-01-09,2:15am,CHF,Retail Sales y/y,High,0.6%,0.1%,
2012-01-09,3:30am,EUR,Sentix Investor Confidence,Low,-23.8,-24.0,
2012-01-09,5:00am,EUR,German Industrial Production m/m,Low,-0.5%,0.8%,
2012-01-09,11:40am,USD,FOMC Member Lockhart Speaks,Low,,,
2012-01-09,2:00pm,USD,Consumer Credit m/m,Medium,7.1B,6.0B,
2012-01-09,6:00pm,GBP,BRC Retail Sales Monitor y/y,Low,,-1.6%,
2012-01-09,6:01pm,GBP,RICS House Price Balance,Low,-18%,-17%,
2012-01-10,6:30am,USD,NFIB Small Business Index,Medium,93.9,92.0,
2012-01-10,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.5%,1.2%,
2012-01-10,9:00am,USD,JOLTS Job Openings,Medium,,3.22M,
2012-01-10,9:00am,USD,RCM/TIPP Economic Optimism,Medium,45.3,42.8,
2012-01-10,9:30am,USD,FOMC Member Williams Speaks,Low,,,
2012-01-10,10:10am,USD,FOMC Member Pianalto Speaks,Low,,,
2012-01-10,6:00pm,GBP,BRC Shop Price Index y/y,Medium,,2.0%,
2012-01-10,11:00pm,JPY,Leading Indicators,Medium,92.9%,92.0%,
2012-01-11,4:39am,GBP,10-y Bond Auction,Low,,2.21|1.8,
2012-01-11,5:10am,EUR,Final GDP q/q,Medium,0.2%,0.2%,
2012-01-11,8:00am,USD,FOMC Member Lockhart Speaks,Low,,,
2012-01-11,9:30am,USD,Crude Oil Inventories,Low,0.9M,2.2M,
2012-01-11,12:00pm,USD,10-y Bond Auction,Low,,2.02|3.5,
2012-01-11,1:00pm,USD,Beige Book,Low,,,
2012-01-11,5:50pm,JPY,Bank Lending y/y,Medium,,0.2%,
2012-01-11,5:50pm,JPY,Current Account,Medium,0.44T,0.52T,
2012-01-11,9:45pm,JPY,10-y Bond Auction,Medium,,1.09|2.5,
2012-01-11,11:00pm,JPY,Economy Watchers Sentiment,Medium,46.3,45.0,
2012-01-12,12:30am,EUR,French Final CPI m/m,Medium,0.2%,0.3%,
2012-01-12,1:00am,EUR,German Final CPI m/m,Medium,0.7%,0.7%,
2012-01-12,1:45am,EUR,French Gov Budget Balance,Medium,,-99.4B,
2012-01-12,3:00am,EUR,Italian Industrial Production m/m,Medium,-0.2%,-0.9%,
2012-01-12,3:30am,GBP,Manufacturing Production m/m,High,0.0%,-0.9%,
2012-01-12,3:30am,GBP,Industrial Production m/m,Medium,0.1%,-1.0%,
2012-01-12,4:00am,EUR,Industrial Production m/m,Low,-0.2%,-0.3%,
2012-01-12,6:00am,GBP,Asset Purchase Facility,High,275B,275B,
2012-01-12,6:00am,GBP,Official Bank Rate,High,0.50%,0.50%,
2012-01-12,6:45am,EUR,Main Refinancing Rate,High,1.00%,1.00%,
2012-01-12,7:30am,EUR,ECB Press Conference,High,,,
2012-01-12,7:30am,USD,Core Retail Sales m/m,High,0.3%,0.3%,
2012-01-12,7:30am,USD,Retail Sales m/m,High,0.3%,0.4%,
2012-01-12,7:30am,USD,Unemployment Claims,High,373K,375K,
2012-01-12,9:00am,GBP,NIESR GDP Estimate,Low,,0.3%,
2012-01-12,9:00am,USD,Business Inventories m/m,Low,0.4%,0.8%,
2012-01-12,9:30am,USD,Natural Gas Storage,Medium,-87B,-76B,
2012-01-12,12:00pm,USD,30-y Bond Auction,Medium,,2.93|3.0,
2012-01-12,12:57pm,USD,Federal Budget Balance,Low,-79.0B,-137.3B,
2012-01-12,5:50pm,JPY,M2 Money Stock y/y,Medium,3.1%,3.0%,
2012-01-13,FriJan 13,GBP,PPI Output m/m,Medium,0.1%,0.2%,
2012-01-13,4:00am,EUR,Trade Balance,Medium,0.7B,0.5B,
2012-01-13,7:30am,USD,Trade Balance,High,-44.8B,-43.3B,
2012-01-13,7:30am,USD,Import Prices m/m,Low,0.0%,0.8%,
2012-01-13,8:55am,USD,Prelim UoM Consumer Sentiment,High,71.2,69.9,
2012-01-13,8:55am,USD,Prelim UoM Inflation Expectations,Medium,,3.1%,
2012-01-13,10:10am,USD,FOMC Member Duke Speaks,Medium,,,
2012-01-15,5:50pm,JPY,Core Machinery Orders m/m,Low,5.8%,-6.9%,
2012-01-15,5:50pm,JPY,PPI y/y,Medium,1.3%,1.6%,
2012-01-15,5:55pm,GBP,Rightmove HPI m/m,Low,,-2.7%,
2012-01-15,11:00pm,JPY,Consumer Confidence,Medium,38.9,38.1,
2012-01-16,2:15am,CHF,PPI m/m,Low,-0.3%,-0.8%,
2012-01-16,All Day,USD,Bank Holiday,Low,,,
2012-01-16,12:00pm,EUR,ECB President Draghi Speaks,High,,,
2012-01-16,5:00pm,USD,FOMC Member Duke Speaks,Medium,,,
2012-01-16,5:50pm,JPY,Tertiary Industry Activity m/m,Low,-0.3%,0.7%,
2012-01-16,9:45pm,JPY,30-y Bond Auction,Medium,,1.96|3.0,
2012-01-17,TueJan 17,GBP,RPI y/y,Low,4.7%,5.2%,
2012-01-17,TueJan 17,GBP,Core CPI y/y,Medium,3.0%,3.2%,
2012-01-17,TueJan 17,GBP,ONS HPI y/y,Medium,-0.2%,-0.4%,
2012-01-17,3:45am,GBP,BOE Gov King Speaks,High,,,
2012-01-17,4:00am,EUR,German ZEW Economic Sentiment,High,-49.7,-53.8,
2012-01-17,4:00am,EUR,Final Core CPI y/y,Low,1.6%,1.6%,
2012-01-17,4:00am,EUR,Final CPI y/y,Low,2.8%,2.8%,
2012-01-17,4:00am,EUR,ZEW Economic Sentiment,Low,-48.7,-54.1,
2012-01-17,4:00am,GBP,CB Leading Index m/m,Medium,,-0.3%,
2012-01-17,7:30am,USD,Empire State Manufacturing Index,Low,10.8,9.5,
2012-01-17,12:30pm,GBP,MPC Member Posen Speaks,Low,,,
2012-01-17,10:30pm,JPY,Revised Industrial Production m/m,Medium,-2.4%,-2.6%,
2012-01-18,3:30am,GBP,Claimant Count Change,High,9.1K,0.2K,
2012-01-18,3:30am,GBP,Unemployment Rate,Low,8.3%,8.3%,
2012-01-18,3:30am,GBP,Average Earnings Index 3m/y,Medium,2.0%,2.1%,
2012-01-18,4:00am,CHF,UBS Economic Expectations,Low,,-72.0,
2012-01-18,7:30am,USD,PPI m/m,High,0.1%,0.3%,
2012-01-18,7:30am,USD,Core PPI m/m,Low,0.1%,0.1%,
2012-01-18,7:56am,USD,TIC Long-Term Purchases,High,27.3B,8.3B,
2012-01-18,8:15am,USD,Capacity Utilization Rate,Low,78.2%,77.8%,
2012-01-18,8:15am,USD,Industrial Production m/m,Low,0.5%,-0.3%,
2012-01-18,8:30am,USD,FOMC Member Tarullo Speaks,Medium,,,
2012-01-18,9:00am,USD,NAHB Housing Market Index,Medium,22,21,
2012-01-18,6:01pm,GBP,Nationwide Consumer Confidence,Low,41,40,
2012-01-19,ThuJan 19,EUR,ECB Monthly Bulletin,Low,,,
2012-01-19,4:00am,EUR,Spanish 10-y Bond Auction,High,,5.55|2.2,
2012-01-19,7:30am,USD,Building Permits,High,0.68M,0.68M,
2012-01-19,7:30am,USD,Core CPI m/m,High,0.1%,0.2%,
2012-01-19,7:30am,USD,CPI y/y,High,3.0%,3.4%,
2012-01-19,7:30am,USD,Unemployment Claims,High,387K,402K,
2012-01-19,7:30am,USD,CPI m/m,Low,0.1%,0.0%,
2012-01-19,7:30am,USD,Housing Starts,Low,0.69M,0.69M,
2012-01-19,9:00am,USD,Philly Fed Manufacturing Index,High,10.7,10.3,
2012-01-19,9:30am,USD,Natural Gas Storage,Medium,-88B,-95B,
2012-01-19,10:00am,USD,Crude Oil Inventories,Low,2.9M,5.0M,
2012-01-19,10:30pm,JPY,All Industries Activity m/m,Medium,-0.6%,0.8%,
2012-01-20,3:30am,GBP,Retail Sales m/m,High,0.6%,-0.5%,
2012-01-20,9:00am,USD,Existing Home Sales,High,4.65M,4.39M,
2012-01-23,9:00am,EUR,Consumer Confidence,Medium,-20,-21,
2012-01-23,12:00pm,GBP,MPC Member Posen Speaks,Low,,,
2012-01-23,9:31pm,JPY,Monetary Policy Statement,High,,,
2012-01-23,9:31pm,JPY,Overnight Call Rate,High,<0.10%,<0.10%,
2012-01-24,2:00am,EUR,French Flash Manufacturing PMI,Low,49.2,48.9,
2012-01-24,2:00am,EUR,French Flash Services PMI,Low,50.5,50.3,
2012-01-24,2:30am,EUR,German Flash Manufacturing PMI,Low,49.1,48.4,
2012-01-24,2:30am,EUR,German Flash Services PMI,Low,52.6,52.4,
2012-01-24,3:00am,EUR,Flash Manufacturing PMI,Low,47.4,46.9,
2012-01-24,3:00am,EUR,Flash Services PMI,Low,49.1,48.8,
2012-01-24,All Day,EUR,ECOFIN Meetings,Low,,,
2012-01-24,All Day,EUR,Eurogroup Meetings,Low,,,
2012-01-24,3:30am,GBP,Public Sector Net Borrowing,High,12.4B,15.1B,
2012-01-24,4:00am,EUR,Industrial New Orders m/m,Low,-2.1%,1.5%,
2012-01-24,8:00am,EUR,Belgian NBB Business Climate,Low,-10.1,-10.6,
2012-01-24,8:59am,USD,Richmond Manufacturing Index,Medium,6,3,
2012-01-24,10:15am,CHF,Gov Board Member Danthine Speaks,Low,,,
2012-01-24,2:00pm,GBP,BOE Gov King Speaks,High,,,
2012-01-24,5:56pm,JPY,Trade Balance,Low,-0.36T,-0.53T,
2012-01-24,8:00pm,USD,President Obama Speaks,Medium,,,
2012-01-24,11:00pm,JPY,BOJ Monthly Report,Low,,,
2012-01-25,3:00am,EUR,German ifo Business Climate,High,107.6,107.3,
2012-01-25,3:00am,EUR,Italian Retail Sales m/m,Medium,-0.1%,0.2%,
2012-01-25,3:30am,GBP,MPC Asset Purchase Facility Votes,High,0-0-9,0-0-9,
2012-01-25,3:30am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,
2012-01-25,3:30am,GBP,Prelim GDP q/q,High,-0.1%,0.6%,
2012-01-25,3:30am,GBP,High Street Lending,Low,35.3K,34.8K,
2012-01-25,3:30am,GBP,Index of Services 3m/3m,Medium,0.0%,0.2%,
2012-01-25,4:36am,EUR,German 30-y Bond Auction,Medium,,2.82|1.1,
2012-01-25,5:00am,GBP,CBI Industrial Order Expectations,Low,-19,-23,
2012-01-25,7:15am,EUR,ECB President Draghi Speaks,Low,,,
2012-01-25,9:00am,USD,Pending Home Sales m/m,High,-0.6%,7.3%,
2012-01-25,9:00am,USD,HPI m/m,Medium,0.3%,-0.7%,
2012-01-25,9:30am,USD,Crude Oil Inventories,Low,0.9M,-3.4M,
2012-01-25,11:28am,USD,FOMC Statement,High,,,
2012-01-25,11:28am,USD,Federal Funds Rate,Low,<0.25%,<0.25%,
2012-01-25,1:00pm,USD,FOMC Economic Projections,High,,,
2012-01-25,1:15pm,USD,FOMC Press Conference,High,,,
2012-01-25,5:50pm,JPY,SPPI y/y,Medium,0.0%,-0.1%,
2012-01-26,5:00am,GBP,CBI Realized Sales,Low,-2,9,
2012-01-26,7:30am,USD,Core Durable Goods Orders m/m,High,0.9%,0.5%,
2012-01-26,7:30am,USD,Unemployment Claims,High,371K,356K,
2012-01-26,7:30am,USD,Durable Goods Orders m/m,Low,2.1%,4.3%,
2012-01-26,9:00am,USD,New Home Sales,High,321K,314K,
2012-01-26,9:00am,USD,CB Leading Index m/m,Medium,0.7%,0.2%,
2012-01-26,9:30am,USD,Natural Gas Storage,Medium,-91B,-87B,
2012-01-26,5:30pm,JPY,Tokyo Core CPI y/y,Low,-0.3%,-0.3%,
2012-01-26,5:30pm,JPY,National Core CPI y/y,Medium,-0.1%,-0.2%,
2012-01-26,5:50pm,JPY,Monetary Policy Meeting Minutes,Low,,,
2012-01-26,5:50pm,JPY,Retail Sales y/y,Low,2.3%,-2.2%,
2012-01-27,2:00am,CHF,KOF Economic Barometer,High,-0.06,0.01,
2012-01-27,2:00am,EUR,Spanish Unemployment Rate,Low,22.1%,21.5%,
2012-01-27,3:00am,EUR,M3 Money Supply y/y,Low,2.2%,2.0%,
2012-01-27,3:00am,EUR,Private Loans y/y,Medium,2.1%,1.7%,
2012-01-27,7:15am,EUR,ECB President Draghi Speaks,Low,,,
2012-01-27,7:30am,USD,Advance GDP q/q,High,3.0%,1.8%,
2012-01-27,7:30am,USD,Advance GDP Price Index q/q,Low,2.0%,2.6%,
2012-01-27,8:55am,USD,Revised UoM Consumer Sentiment,Low,74.2,74.0,
2012-01-27,8:55am,USD,Revised UoM Inflation Expectations,Medium,,3.2%,
2012-01-27,9:00am,USD,FOMC Member Dudley Speaks,Medium,,,
2012-01-30,2:00am,EUR,Spanish Flash GDP q/q,Low,-0.2%,0.0%,
2012-01-30,3:00am,EUR,Retail PMI,Medium,,43.9,
2012-01-30,All Day,EUR,EU Economic Summit,Low,,,
2012-01-30,4:24am,EUR,Italian 10-y Bond Auction,High,,6.98|1.4,
2012-01-30,7:30am,USD,Core PCE Price Index m/m,Low,0.1%,0.1%,
2012-01-30,7:30am,USD,Personal Spending m/m,Low,0.2%,0.1%,
2012-01-30,7:30am,USD,Personal Income m/m,Medium,0.4%,0.1%,
2012-01-30,1:00pm,USD,Loan Officer Survey,Medium,,,
2012-01-30,5:15pm,JPY,Final Manufacturing PMI,Medium,,50.2,
2012-01-30,5:30pm,JPY,Household Spending y/y,Low,-0.1%,-3.2%,
2012-01-30,5:30pm,JPY,Unemployment Rate,Medium,4.5%,4.5%,
2012-01-30,5:50pm,JPY,Prelim Industrial Production m/m,Low,2.8%,-2.7%,
2012-01-30,6:01pm,GBP,GfK Consumer Confidence,Low,-31,-33,
2012-01-30,11:00pm,JPY,Housing Starts y/y,Medium,-1.4%,-0.3%,
2012-01-31,TueJan 31,EUR,German Retail Sales m/m,Low,0.9%,-1.0%,
2012-01-31,1:45am,EUR,French Consumer Spending m/m,Low,0.3%,0.1%,
2012-01-31,2:00am,EUR,Spanish Flash CPI y/y,Medium,2.3%,2.4%,
2012-01-31,2:55am,EUR,German Unemployment Change,Low,-8K,-25K,
2012-01-31,3:00am,EUR,Italian Monthly Unemployment Rate,Medium,8.6%,8.8%,
2012-01-31,3:30am,GBP,Net Lending to Individuals m/m,Low,1.2B,1.0B,
2012-01-31,3:30am,GBP,M4 Money Supply m/m,Medium,0.3%,-0.5%,
2012-01-31,3:30am,GBP,Mortgage Approvals,Medium,54K,53K,
2012-01-31,4:00am,EUR,Unemployment Rate,Low,10.4%,10.4%,
2012-01-31,7:30am,USD,Employment Cost Index q/q,Low,0.4%,0.3%,
2012-01-31,8:00am,USD,S&P/CS Composite-20 HPI y/y,Low,-3.3%,-3.4%,
2012-01-31,8:45am,USD,Chicago PMI,Low,63.1,62.5,
2012-01-31,9:00am,USD,CB Consumer Confidence,High,68.2,64.8,
2012-01-31,7:30pm,JPY,Average Cash Earnings y/y,Low,-0.3%,-0.2%,
2012-02-01,2:15am,CHF,Retail Sales y/y,High,1.6%,1.8%,
2012-02-01,2:15am,EUR,Spanish Manufacturing PMI,Low,,43.7,
2012-02-01,2:30am,CHF,Manufacturing PMI,Low,51.7,50.7,
2012-02-01,2:45am,EUR,Italian Manufacturing PMI,Low,45.4,44.3,
2012-02-01,2:50am,EUR,French Final Manufacturing PMI,Medium,48.5,48.5,
2012-02-01,2:55am,EUR,German Final Manufacturing PMI,Medium,50.9,50.9,
2012-02-01,3:00am,EUR,Final Manufacturing PMI,Medium,48.7,48.7,
2012-02-01,3:30am,GBP,Final Manufacturing PMI,High,50.1,49.7,
2012-02-01,4:00am,EUR,CPI Flash Estimate y/y,Low,2.7%,2.7%,
2012-02-01,4:34am,EUR,German 10-y Bond Auction,Low,,1.93|1.3,
2012-02-01,7:15am,USD,ADP Non-Farm Employment Change,High,189K,292K,
2012-02-01,9:00am,USD,ISM Manufacturing PMI,High,54.6,53.9,
2012-02-01,9:00am,USD,Construction Spending m/m,Medium,0.7%,0.4%,
2012-02-01,9:00am,USD,ISM Manufacturing Prices,Medium,49.5,47.5,
2012-02-01,9:30am,USD,Crude Oil Inventories,Low,3.2M,3.6M,
2012-02-01,10:04am,USD,President Obama Speaks,Medium,,,
2012-02-01,All Day,USD,Total Vehicle Sales,Medium,13.4M,13.6M,
2012-02-01,5:50pm,JPY,Monetary Base y/y,Medium,14.6%,13.5%,
2012-02-01,9:45pm,JPY,10-y Bond Auction,Medium,,0.97|3.0,
2012-02-02,2:00am,EUR,Spanish Unemployment Change,Low,,1.9K,
2012-02-02,3:30am,GBP,Construction PMI,High,52.8,53.2,
2012-02-02,4:00am,EUR,PPI m/m,Medium,-0.1%,0.2%,
2012-02-02,4:02am,EUR,French 10-y Bond Auction,Low,,3.29|1.6,
2012-02-02,6:30am,USD,Challenger Job Cuts y/y,Medium,,30.6%,
2012-02-02,7:30am,USD,Unemployment Claims,High,373K,379K,
2012-02-02,7:30am,USD,Prelim Nonfarm Productivity q/q,Low,1.0%,2.3%,
2012-02-02,7:30am,USD,Prelim Unit Labor Costs q/q,Low,0.9%,-2.5%,
2012-02-02,8:00am,GBP,MPC Member Posen Speaks,Low,,,
2012-02-02,9:00am,USD,Fed Chairman Bernanke Testifies,High,,,
2012-02-02,9:30am,USD,Natural Gas Storage,Medium,-129B,-192B,
2012-02-03,2:45am,EUR,Italian Services PMI,Medium,45.5,44.5,
2012-02-03,2:50am,EUR,French Final Services PMI,Medium,51.7,51.7,
2012-02-03,2:55am,EUR,German Final Services PMI,Medium,54.5,54.5,
2012-02-03,3:00am,EUR,Final Services PMI,Medium,50.5,50.5,
2012-02-03,3:30am,GBP,Final Services PMI,High,53.5,54.0,
2012-02-03,4:00am,EUR,Retail Sales m/m,Low,0.4%,-0.4%,
2012-02-03,4:00am,EUR,Italian Prelim CPI m/m,Medium,0.2%,0.4%,
2012-02-03,7:30am,USD,Non-Farm Employment Change,High,150K,203K,
2012-02-03,7:30am,USD,Unemployment Rate,High,8.5%,8.5%,
2012-02-03,7:30am,USD,Average Hourly Earnings m/m,Low,0.2%,0.1%,
2012-02-03,9:00am,USD,ISM Services PMI,High,53.1,52.6,
2012-02-03,9:00am,USD,Factory Orders m/m,Low,1.5%,2.2%,
2012-02-06,3:30am,EUR,Sentix Investor Confidence,Low,-14.8,-21.1,
2012-02-06,5:00am,EUR,German Factory Orders m/m,Low,0.7%,-4.9%,
2012-02-06,6:01pm,GBP,BRC Retail Sales Monitor y/y,Low,,2.2%,
2012-02-06,11:00pm,JPY,Leading Indicators,Medium,93.9%,93.7%,
2012-02-07,2:00am,CHF,Foreign Currency Reserves,High,,254B,
2012-02-07,5:00am,EUR,German Industrial Production m/m,Low,-0.1%,0.0%,
2012-02-07,5:15am,CHF,Gov Board Member Jordan Speaks,High,,,
2012-02-07,9:00am,USD,Fed Chairman Bernanke Testifies,High,,,
2012-02-07,9:00am,USD,JOLTS Job Openings,Medium,,3.12M,
2012-02-07,9:00am,USD,RCM/TIPP Economic Optimism,Medium,48.1,47.5,
2012-02-07,2:00pm,USD,Consumer Credit m/m,Medium,7.7B,20.4B,
2012-02-07,5:50pm,JPY,Bank Lending y/y,Medium,,0.4%,
2012-02-07,5:50pm,JPY,Current Account,Medium,0.63T,0.48T,
2012-02-07,6:00pm,GBP,BRC Shop Price Index y/y,Medium,,1.7%,
2012-02-07,11:00pm,JPY,Economy Watchers Sentiment,Medium,47.6,47.0,
2012-02-08,1:00am,EUR,German Trade Balance,Medium,14.1B,14.9B,
2012-02-08,1:45am,EUR,French Gov Budget Balance,Medium,,-97.2B,
2012-02-08,9:30am,USD,Crude Oil Inventories,Low,2.9M,4.2M,
2012-02-08,9:40am,USD,FOMC Member Williams Speaks,Low,,,
2012-02-08,12:00pm,USD,10-y Bond Auction,Low,,1.90|3.3,
2012-02-08,5:50pm,JPY,Core Machinery Orders m/m,Low,-4.8%,14.8%,
2012-02-08,5:50pm,JPY,M2 Money Stock y/y,Medium,3.1%,3.2%,
2012-02-08,11:00pm,JPY,Consumer Confidence,Medium,38.6,38.9,
2012-02-09,12:45am,CHF,SECO Consumer Climate,Low,-23,-24,
2012-02-09,All Day,EUR,Eurogroup Meetings,Low,,,
2012-02-09,3:30am,GBP,Manufacturing Production m/m,High,0.3%,-0.1%,
2012-02-09,3:30am,GBP,Goods Trade Balance,Low,-8.5B,-8.9B,
2012-02-09,3:30am,GBP,Industrial Production m/m,Medium,0.2%,-0.5%,
2012-02-09,6:00am,GBP,Asset Purchase Facility,High,325B,275B,
2012-02-09,6:00am,GBP,MPC Rate Statement,High,,,
2012-02-09,6:00am,GBP,Official Bank Rate,High,0.50%,0.50%,
2012-02-09,6:45am,EUR,Main Refinancing Rate,High,1.00%,1.00%,
2012-02-09,7:30am,EUR,ECB Press Conference,High,,,
2012-02-09,7:30am,USD,Unemployment Claims,High,369K,373K,
2012-02-09,9:00am,GBP,NIESR GDP Estimate,Low,,-0.2%,
2012-02-09,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.4%,0.0%,
2012-02-09,9:30am,USD,Natural Gas Storage,Medium,-82B,-132B,
2012-02-09,12:00pm,USD,30-y Bond Auction,Medium,,2.99|2.6,
2012-02-09,5:50pm,JPY,PPI y/y,Medium,0.9%,1.2%,
2012-02-10,1:45am,EUR,French Industrial Production m/m,Low,-0.8%,1.1%,
2012-02-10,2:15am,CHF,CPI m/m,High,-0.3%,-0.2%,
2012-02-10,3:02am,EUR,Italian Industrial Production m/m,Medium,-0.5%,0.3%,
2012-02-10,3:30am,GBP,PPI Input m/m,High,0.4%,-0.6%,
2012-02-10,3:30am,GBP,PPI Output m/m,Medium,0.1%,-0.2%,
2012-02-10,7:30am,USD,Trade Balance,High,-48.1B,-47.1B,
2012-02-10,8:55am,USD,Prelim UoM Consumer Sentiment,High,74.4,75.0,
2012-02-10,8:55am,USD,Prelim UoM Inflation Expectations,Medium,,3.3%,
2012-02-10,11:30am,USD,Fed Chairman Bernanke Speaks,High,,,
2012-02-10,11:50am,USD,FOMC Member Pianalto Speaks,Low,,,
2012-02-10,12:59pm,USD,Federal Budget Balance,Low,-58.5B,-86.0B,
2012-02-12,SunFeb 12,JPY,Prelim GDP Price Index y/y,Low,-1.6%,-2.1%,
2012-02-12,SunFeb 12,JPY,Tertiary Industry Activity m/m,Low,0.9%,-0.6%,
2012-02-13,2:15am,CHF,PPI m/m,Low,0.2%,0.3%,
2012-02-13,5:32pm,GBP,RICS House Price Balance,Low,-16%,-16%,
2012-02-13,8:45pm,USD,FOMC Member Williams Speaks,Low,,,
2012-02-13,9:43pm,JPY,Monetary Policy Statement,High,,,
2012-02-13,9:43pm,JPY,Overnight Call Rate,High,<0.10%,<0.10%,
2012-02-13,10:30pm,JPY,Revised Industrial Production m/m,Medium,4.0%,4.0%,
2012-02-14,1:45am,EUR,French Prelim Private Payrolls q/q,Low,0.2%,0.0%,
2012-02-14,3:30am,GBP,CPI y/y,High,3.6%,4.2%,
2012-02-14,3:30am,GBP,RPI y/y,Low,4.1%,4.8%,
2012-02-14,3:30am,GBP,Core CPI y/y,Medium,2.7%,3.0%,
2012-02-14,3:30am,GBP,ONS HPI y/y,Medium,-0.1%,-0.3%,
2012-02-14,4:00am,EUR,German ZEW Economic Sentiment,High,-11.8,-21.6,
