date,time,currency,event,impact,actual,forecast,previous
2023-01-12,12:01pm,USD,30-y Bond Auction,Medium,,3.51|2.2,
2023-01-12,1:00pm,USD,Federal Budget Balance,Medium,-59.5B,-248.5B,
2023-01-12,5:50pm,JPY,M2 Money Stock y/y,Medium,3.2%,3.1%,
2023-01-13,FriJan 13,GBP,Construction Output m/m,Medium,-0.3%,0.4%,
2023-01-13,FriJan 13,GBP,Goods Trade Balance,Medium,-14.9B,-12.3B,
2023-01-13,FriJan 13,GBP,Index of Services 3m/3m,Medium,-0.3%,-0.1%,
2023-01-13,FriJan 13,GBP,Industrial Production m/m,Medium,-0.2%,-0.1%,
2023-01-13,FriJan 13,GBP,Manufacturing Production m/m,Medium,-0.2%,0.7%,
2023-01-13,1:45am,EUR,French Final CPI m/m,Medium,-0.1%,-0.1%,
2023-01-13,3:00am,EUR,Italian Industrial Production m/m,Medium,0.4%,-1.1%,
2023-01-13,4:00am,EUR,Industrial Production m/m,Medium,0.6%,-1.9%,
2023-01-13,4:00am,EUR,Trade Balance,Medium,-21.1B,-28.1B,
2023-01-13,6:01am,GBP,NIESR GDP Estimate,Medium,,-0.3%,
2023-01-13,7:30am,USD,Import Prices m/m,Medium,-0.9%,-0.7%,
2023-01-13,9:00am,USD,Prelim UoM Consumer Sentiment,High,60.8,59.7,
2023-01-13,9:00am,USD,Prelim UoM Inflation Expectations,Low,,4.4%,
2023-01-15,6:01pm,GBP,Rightmove HPI m/m,Medium,,-2.1%,
2023-01-16,1:00am,EUR,German WPI m/m,Medium,-0.3%,-0.9%,
2023-01-16,4:05am,EUR,French Gov Budget Balance,Medium,,-143.2B,
2023-01-16,All Day,EUR,Eurogroup Meetings,Medium,,,
2023-01-16,All Day,USD,Bank Holiday,Low,,,
2023-01-16,9:00am,GBP,BOE Gov Bailey Speaks,High,,,
2023-01-16,10:30pm,JPY,Tertiary Industry Activity m/m,Medium,0.2%,0.5%,
2023-01-17,TueJan 17,GBP,Claimant Count Change,High,19.8K,16.1K,
2023-01-17,TueJan 17,GBP,Average Earnings Index 3m/y,Low,6.2%,6.2%,
2023-01-17,TueJan 17,GBP,Unemployment Rate,Medium,3.7%,3.7%,
2023-01-17,4:00am,EUR,German ZEW Economic Sentiment,Low,-15.0,-23.3,
2023-01-17,4:00am,EUR,ZEW Economic Sentiment,Medium,-14.3,-23.6,
2023-01-17,All Day,EUR,ECOFIN Meetings,Medium,,,
2023-01-17,7:30am,USD,Empire State Manufacturing Index,High,-8.7,-11.2,
2023-01-17,2:00pm,USD,FOMC Member Williams Speaks,Medium,,,
2023-01-17,5:50pm,JPY,Core Machinery Orders m/m,Medium,-1.3%,5.4%,
2023-01-17,8:40pm,JPY,BOJ Outlook Report,High,,,
2023-01-17,8:40pm,JPY,Monetary Policy Statement,High,,,
2023-01-17,8:40pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,
2023-01-17,10:30pm,JPY,Revised Industrial Production m/m,Medium,-0.1%,-0.1%,
2023-01-18,1:00am,GBP,CPI y/y,High,10.5%,10.7%,
2023-01-18,1:00am,GBP,Core CPI y/y,Medium,6.2%,6.3%,
2023-01-18,1:00am,GBP,RPI y/y,Medium,13.6%,14.0%,
2023-01-18,3:00am,EUR,Italian Trade Balance,Medium,-1.80B,-2.06B,
2023-01-18,3:30am,GBP,Housing Equity Withdrawal q/q,Medium,-7.9B,-6.1B,
2023-01-18,3:30am,GBP,HPI y/y,Medium,10.4%,12.4%,
2023-01-18,4:00am,EUR,Final Core CPI y/y,Medium,5.2%,5.2%,
2023-01-18,4:00am,EUR,Final CPI y/y,Medium,9.2%,9.2%,
2023-01-18,4:39am,EUR,German 30-y Bond Auction,Medium,,1.94|1.8,
2023-01-18,7:30am,USD,Core PPI m/m,High,0.1%,0.2%,
2023-01-18,7:30am,USD,Core Retail Sales m/m,High,-0.5%,-0.6%,
2023-01-18,7:30am,USD,PPI m/m,High,-0.1%,0.2%,
2023-01-18,7:30am,USD,Retail Sales m/m,High,-0.8%,-1.0%,
2023-01-18,8:15am,USD,Capacity Utilization Rate,Medium,79.6%,79.4%,
2023-01-18,8:15am,USD,Industrial Production m/m,Medium,-0.1%,-0.6%,
2023-01-18,8:30am,GBP,CB Leading Index m/m,Medium,,-0.9%,
2023-01-18,9:00am,USD,Business Inventories m/m,Medium,0.4%,0.2%,
2023-01-18,9:00am,USD,NAHB Housing Market Index,Medium,31,31,
2023-01-18,1:00pm,USD,Beige Book,Medium,,,
2023-01-18,2:15pm,USD,FOMC Member Harker Speaks,Medium,,,
2023-01-18,3:00pm,USD,TIC Long-Term Purchases,Medium,127.9B,67.8B,
2023-01-18,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2023-01-18,4:00pm,USD,FOMC Member Logan Speaks,Medium,,,
2023-01-18,5:50pm,JPY,Trade Balance,Medium,-1.60T,-1.78T,
2023-01-18,6:01pm,GBP,RICS House Price Balance,Medium,-30%,-26%,
2023-01-19,3:00am,EUR,Current Account,Medium,-11.6B,-0.5B,
2023-01-19,3:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2023-01-19,4:30am,EUR,ECB President Lagarde Speaks,Low,,,
2023-01-19,6:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2023-01-19,7:30am,USD,Philly Fed Manufacturing Index,Low,-10.9,-13.8,
2023-01-19,7:30am,USD,Unemployment Claims,Low,214K,205K,
2023-01-19,7:30am,USD,Building Permits,Medium,1.37M,1.35M,
2023-01-19,7:30am,USD,Housing Starts,Medium,1.36M,1.40M,
2023-01-19,9:30am,USD,Natural Gas Storage,Medium,-76B,11B,
2023-01-19,10:00am,USD,Crude Oil Inventories,Medium,-2.1M,19.0M,
2023-01-19,12:15pm,USD,FOMC Member Brainard Speaks,Low,,,
2023-01-19,5:30pm,JPY,National Core CPI y/y,Medium,4.0%,3.7%,
2023-01-19,5:35pm,USD,FOMC Member Williams Speaks,Medium,,,
2023-01-19,6:01pm,GBP,GfK Consumer Confidence,Medium,-41,-42,
2023-01-20,FriJan 20,GBP,Retail Sales m/m,Low,0.5%,-0.5%,
2023-01-20,2:00am,CHF,SNB Chairman Jordan Speaks,Low,,,
2023-01-20,4:00am,EUR,ECB President Lagarde Speaks,Low,,,
2023-01-20,8:00am,USD,FOMC Member Harker Speaks,Medium,,,
2023-01-20,9:00am,USD,Existing Home Sales,Low,3.95M,4.08M,
2023-01-20,12:00pm,USD,FOMC Member Waller Speaks,Low,,,
2023-01-23,9:00am,EUR,Consumer Confidence,Medium,-20,-22,
2023-01-23,9:00am,USD,CB Leading Index m/m,Medium,-0.7%,-1.1%,
2023-01-23,12:10pm,EUR,ECB President Lagarde Speaks,Low,,,
2023-01-23,6:30pm,JPY,Flash Manufacturing PMI,Medium,49.4,48.9,
2023-01-23,11:00pm,JPY,BOJ Core CPI y/y,Medium,2.9%,2.9%,
2023-01-24,TueJan 24,EUR,German GfK Consumer Climate,Medium,-33.2,-37.6,
2023-01-24,TueJan 24,GBP,Public Sector Net Borrowing,Medium,22.3B,18.8B,
2023-01-24,2:15am,EUR,French Flash Manufacturing PMI,Low,49.6,49.2,
2023-01-24,2:15am,EUR,French Flash Services PMI,Low,49.7,49.5,
2023-01-24,2:30am,EUR,German Flash Manufacturing PMI,Low,48.0,47.1,
2023-01-24,2:30am,EUR,German Flash Services PMI,Low,49.6,49.2,
2023-01-24,3:00am,EUR,Flash Manufacturing PMI,Medium,48.6,47.8,
2023-01-24,3:00am,EUR,Flash Services PMI,Medium,50.0,49.8,
2023-01-24,3:30am,GBP,Flash Manufacturing PMI,High,45.4,45.3,
2023-01-24,3:30am,GBP,Flash Services PMI,High,49.6,49.9,
2023-01-24,5:00am,GBP,CBI Industrial Order Expectations,Medium,-7,-6,
2023-01-24,8:45am,USD,Flash Services PMI,High,45.3,44.7,
2023-01-24,8:45am,USD,Flash Manufacturing PMI,Low,46.0,46.2,
2023-01-24,8:59am,USD,Richmond Manufacturing Index,Low,-5,1,
2023-01-24,10:30am,CHF,Gov Board Member Schlegel Speaks,Medium,,,
2023-01-24,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2023-01-25,Nov Data,GBP,PPI Output m/m,Medium,,0.9%,
2023-01-25,1:00am,GBP,PPI Input m/m,Medium,-0.8%,-0.2%,
2023-01-25,1:00am,GBP,PPI Output m/m,Medium,0.1%,-0.1%,
2023-01-25,3:00am,CHF,UBS Economic Expectations,Medium,,-42.8,
2023-01-25,3:00am,EUR,German ifo Business Climate,Low,90.2,88.6,
2023-01-25,7:58am,EUR,Belgian NBB Business Climate,Medium,-12.0,-13.6,
2023-01-25,9:30am,USD,Crude Oil Inventories,Medium,1.2M,8.4M,
2023-01-25,5:50pm,JPY,BOJ Summary of Opinions,Medium,,,
2023-01-25,5:50pm,JPY,SPPI y/y,Medium,1.6%,1.7%,
2023-01-26,5:00am,GBP,CBI Realized Sales,Medium,2,11,
2023-01-26,7:30am,USD,Advance GDP q/q,High,2.6%,3.2%,
2023-01-26,7:30am,USD,Advance GDP Price Index q/q,Low,3.2%,4.4%,
2023-01-26,7:30am,USD,Core Durable Goods Orders m/m,Low,-0.2%,0.1%,
2023-01-26,7:30am,USD,Durable Goods Orders m/m,Low,2.4%,-1.7%,
2023-01-26,7:30am,USD,Unemployment Claims,Low,203K,192K,
2023-01-26,7:30am,USD,Goods Trade Balance,Medium,-88.4B,-82.9B,
2023-01-26,7:30am,USD,Prelim Wholesale Inventories m/m,Medium,0.5%,0.9%,
2023-01-26,9:00am,USD,New Home Sales,Low,610K,602K,
2023-01-26,9:30am,USD,Natural Gas Storage,Medium,-79B,-82B,
2023-01-26,1:45pm,USD,President Biden Speaks,Medium,,,
2023-01-26,5:30pm,JPY,Tokyo Core CPI y/y,Medium,4.2%,3.9%,
2023-01-27,3:00am,EUR,M3 Money Supply y/y,Medium,4.6%,4.8%,
2023-01-27,3:00am,EUR,Private Loans y/y,Medium,4.1%,4.1%,
2023-01-27,7:30am,USD,Core PCE Price Index m/m,High,0.3%,0.2%,
2023-01-27,7:30am,USD,Personal Income m/m,Medium,0.2%,0.3%,
2023-01-27,7:30am,USD,Personal Spending m/m,Medium,-0.1%,-0.1%,
2023-01-27,9:00am,USD,Pending Home Sales m/m,Low,-1.0%,-2.6%,
2023-01-27,9:00am,USD,Revised UoM Consumer Sentiment,Low,64.6,64.6,
2023-01-27,9:00am,USD,Revised UoM Inflation Expectations,Medium,,4.0%,
2023-01-30,MonJan 30,EUR,Spanish Flash CPI y/y,Medium,4.9%,5.7%,
2023-01-30,3:00am,EUR,German Prelim GDP q/q,Medium,0.0%,0.4%,
2023-01-30,5:30pm,JPY,Unemployment Rate,Medium,2.5%,2.5%,
2023-01-30,5:50pm,JPY,Prelim Industrial Production m/m,Medium,-1.1%,0.2%,
2023-01-30,5:50pm,JPY,Retail Sales y/y,Medium,3.2%,2.5%,
2023-01-30,11:00pm,JPY,Housing Starts y/y,Medium,0.5%,-1.4%,
2023-01-30,11:02pm,JPY,Consumer Confidence,Medium,30.5,30.3,
2023-01-31,TueJan 31,EUR,French Flash GDP q/q,Medium,0.0%,0.2%,
2023-01-31,1:00am,EUR,German Import Prices m/m,Medium,-2.4%,-4.5%,
2023-01-31,1:00am,EUR,German Retail Sales m/m,Medium,-0.1%,1.9%,
2023-01-31,1:30am,CHF,Retail Sales y/y,Medium,-0.7%,-1.4%,
2023-01-31,1:45am,EUR,French Prelim CPI m/m,Medium,0.5%,-0.1%,
2023-01-31,2:55am,EUR,German Unemployment Change,Medium,5K,-13K,
2023-01-31,3:00am,EUR,Italian Monthly Unemployment Rate,Medium,7.8%,7.8%,
2023-01-31,3:30am,GBP,M4 Money Supply m/m,Medium,1.2%,-1.5%,
2023-01-31,3:30am,GBP,Mortgage Approvals,Medium,44K,46K,
2023-01-31,3:30am,GBP,Net Lending to Individuals m/m,Medium,5.1B,5.7B,
2023-01-31,4:00am,EUR,Prelim Flash GDP q/q,Medium,-0.1%,0.3%,
2023-01-31,4:00am,EUR,Italian Prelim GDP q/q,Medium,-0.2%,0.5%,
2023-01-31,4:19am,EUR,Italian 10-y Bond Auction,Medium,,3.96|1.5,
2023-01-31,7:30am,USD,Employment Cost Index q/q,Medium,1.1%,1.2%,
2023-01-31,8:00am,USD,HPI m/m,Medium,-0.4%,0.0%,
2023-01-31,8:00am,USD,S&P/CS Composite-20 HPI y/y,Medium,6.8%,8.6%,
2023-01-31,8:45am,USD,Chicago PMI,Low,45.1,44.9,
2023-01-31,9:00am,USD,CB Consumer Confidence,High,109.1,109.0,
2023-01-31,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2023-01-31,6:01pm,GBP,BRC Shop Price Index y/y,Medium,,7.3%,
2023-01-31,6:30pm,JPY,Final Manufacturing PMI,Medium,48.9,48.9,
2023-02-01,2:15am,EUR,Spanish Manufacturing PMI,Medium,47.9,46.4,
2023-02-01,2:30am,CHF,Manufacturing PMI,Medium,54.3,54.1,
2023-02-01,2:45am,EUR,Italian Manufacturing PMI,Medium,49.6,48.5,
2023-02-01,2:50am,EUR,French Final Manufacturing PMI,Medium,50.8,50.8,
2023-02-01,2:55am,EUR,German Final Manufacturing PMI,Medium,47.0,47.0,
2023-02-01,3:00am,EUR,Final Manufacturing PMI,Medium,48.8,48.8,
2023-02-01,3:30am,GBP,Final Manufacturing PMI,Medium,46.7,46.7,
2023-02-01,4:00am,EUR,Core CPI Flash Estimate y/y,Low,5.1%,5.2%,
2023-02-01,4:00am,EUR,CPI Flash Estimate y/y,Low,9.0%,9.2%,
2023-02-01,4:00am,EUR,Italian Prelim CPI m/m,Medium,0.0%,0.3%,
2023-02-01,4:00am,EUR,Unemployment Rate,Medium,6.5%,6.6%,
2023-02-01,4:34am,EUR,German 10-y Bond Auction,Medium,,2.25|1.4,
2023-02-01,7:15am,USD,ADP Non-Farm Employment Change,High,176K,253K,
2023-02-01,8:45am,USD,Final Manufacturing PMI,Medium,46.8,46.8,
2023-02-01,9:00am,USD,ISM Manufacturing PMI,High,48.0,48.4,
2023-02-01,9:00am,USD,JOLTS Job Openings,High,10.28M,10.44M,
2023-02-01,9:00am,USD,Construction Spending m/m,Medium,0.0%,0.5%,
2023-02-01,9:00am,USD,ISM Manufacturing Prices,Medium,40.6,39.4,
2023-02-01,All Day,USD,Wards Total Vehicle Sales,Medium,15.2M,13.3M,
2023-02-01,9:30am,USD,Crude Oil Inventories,Medium,-1.0M,0.5M,
2023-02-01,1:00pm,USD,Federal Funds Rate,High,4.75%,4.50%,
2023-02-01,1:00pm,USD,FOMC Statement,High,,,
2023-02-01,1:30pm,USD,FOMC Press Conference,High,,,
2023-02-01,5:50pm,JPY,Monetary Base y/y,Medium,-3.2%,-6.1%,
2023-02-01,9:35pm,JPY,10-y Bond Auction,Medium,,0.50|4.8,
2023-02-02,2:00am,CHF,SECO Consumer Climate,Medium,-38,-47,
2023-02-02,2:00am,EUR,Spanish Unemployment Change,Medium,-15.2K,-43.7K,
2023-02-02,3:59am,EUR,French 10-y Bond Auction,Medium,,2.77|1.9,
2023-02-02,6:00am,GBP,BOE Monetary Policy Report,High,,,
2023-02-02,6:00am,GBP,Monetary Policy Summary,High,,,
2023-02-02,6:00am,GBP,MPC Official Bank Rate Votes,High,7-0-2,7-0-2,
2023-02-02,6:00am,GBP,Official Bank Rate,High,4.00%,3.50%,
2023-02-02,6:30am,GBP,BOE Gov Bailey Speaks,High,,,
2023-02-02,6:30am,USD,Challenger Job Cuts y/y,Medium,,129.1%,
2023-02-02,7:15am,EUR,Main Refinancing Rate,High,3.00%,2.50%,
2023-02-02,7:15am,EUR,Monetary Policy Statement,High,,,
2023-02-02,7:30am,USD,Unemployment Claims,Low,196K,186K,
2023-02-02,7:30am,USD,Prelim Nonfarm Productivity q/q,Medium,2.5%,0.8%,
2023-02-02,7:30am,USD,Prelim Unit Labor Costs q/q,Medium,1.6%,2.4%,
2023-02-02,7:45am,EUR,ECB Press Conference,High,,,
2023-02-02,9:00am,USD,Factory Orders m/m,Medium,2.3%,-1.9%,
2023-02-02,9:30am,USD,Natural Gas Storage,Medium,-146B,-91B,
2023-02-02,11:30am,CHF,SNB Chairman Jordan Speaks,Low,,,
2023-02-03,2:15am,EUR,Spanish Services PMI,Medium,52.5,51.6,
2023-02-03,2:30am,CHF,Gov Board Member Maechler Speaks,Low,,,
2023-02-03,2:45am,EUR,Italian Services PMI,Medium,50.9,49.9,
2023-02-03,2:50am,EUR,French Final Services PMI,Medium,49.2,49.2,
2023-02-03,2:55am,EUR,German Final Services PMI,Medium,50.4,50.4,
2023-02-03,3:00am,EUR,Final Services PMI,Medium,50.7,50.7,
2023-02-03,3:30am,GBP,Final Services PMI,Medium,48.0,48.0,
2023-02-03,4:00am,EUR,PPI m/m,Medium,-0.6%,-1.0%,
2023-02-03,6:15am,GBP,MPC Member Pill Speaks,Medium,,,
2023-02-03,7:30am,USD,Average Hourly Earnings m/m,High,0.3%,0.4%,
2023-02-03,7:30am,USD,Non-Farm Employment Change,High,193K,260K,
2023-02-03,7:30am,USD,Unemployment Rate,High,3.6%,3.5%,
2023-02-03,8:45am,USD,Final Services PMI,Medium,46.6,46.6,
2023-02-03,9:00am,USD,ISM Services PMI,High,50.5,49.6,
2023-02-06,2:40am,GBP,MPC Member Mann Speaks,Medium,,,
2023-02-06,3:30am,EUR,Sentix Investor Confidence,Medium,-12.9,-17.5,
2023-02-06,3:30am,GBP,Construction PMI,Medium,48.5,48.8,
2023-02-06,4:00am,EUR,Retail Sales m/m,Medium,-2.4%,1.2%,
2023-02-06,11:00am,GBP,MPC Member Pill Speaks,Medium,,,
2023-02-06,1:00pm,USD,Loan Officer Survey,Medium,,,
2023-02-06,5:30pm,JPY,Average Cash Earnings y/y,Medium,2.5%,1.9%,
2023-02-06,5:30pm,JPY,Household Spending y/y,Medium,-0.3%,-1.2%,
2023-02-06,6:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,3.9%,6.5%,
2023-02-06,9:35pm,JPY,30-y Bond Auction,Medium,,1.65|3.1,
2023-02-06,11:00pm,JPY,Leading Indicators,Medium,97.0%,97.4%,
2023-02-07,1:00am,EUR,German Industrial Production m/m,Medium,-0.7%,0.4%,
2023-02-07,1:00am,GBP,Halifax HPI m/m,Medium,-0.8%,-1.3%,
2023-02-07,1:45am,EUR,French Gov Budget Balance,Medium,,-159.3B,
2023-02-07,1:45am,EUR,French Trade Balance,Medium,-12.1B,-13.6B,
2023-02-07,2:00am,CHF,Foreign Currency Reserves,Medium,,784B,
2023-02-07,3:00am,GBP,MPC Member Ramsden Speaks,Medium,,,
2023-02-07,7:30am,USD,Trade Balance,Medium,-68.5B,-61.0B,
2023-02-07,9:00am,USD,RCM/TIPP Economic Optimism,Medium,44.3,42.3,
2023-02-07,9:30am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2023-02-07,11:40am,USD,Fed Chairman Powell Speaks,High,,,
2023-02-07,1:00pm,USD,FOMC Member Barr Speaks,Medium,,,
2023-02-07,2:00pm,USD,Consumer Credit m/m,Medium,25.0B,33.1B,
2023-02-07,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2023-02-07,5:50pm,JPY,Bank Lending y/y,Medium,2.5%,2.7%,
2023-02-07,5:50pm,JPY,Current Account,Medium,1.25T,1.92T,
2023-02-07,8:00pm,USD,President Biden Speaks,Medium,,,
2023-02-07,11:00pm,JPY,Economy Watchers Sentiment,Medium,48.3,47.9,
2023-02-08,3:00am,EUR,Italian Retail Sales m/m,Medium,-0.8%,0.8%,
2023-02-08,8:15am,USD,FOMC Member Williams Speaks,High,,,
2023-02-08,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.1%,0.1%,
2023-02-08,9:00am,USD,FOMC Member Barr Speaks,Medium,,,
2023-02-08,9:30am,USD,Crude Oil Inventories,Medium,2.0M,4.1M,
2023-02-08,12:01pm,USD,10-y Bond Auction,Low,,3.58|2.5,
2023-02-08,12:45pm,USD,FOMC Member Waller Speaks,Low,,,
2023-02-08,5:50pm,JPY,M2 Money Stock y/y,Medium,3.0%,2.9%,
