date,time,currency,event,impact,actual,forecast,previous
2020-01-09,7:00am,USD,FOMC Member Clarida Speaks,Low,,,
2020-01-09,7:30am,USD,Unemployment Claims,Medium,221K,223K,
2020-01-09,8:30am,USD,FOMC Member Kashkari Speaks,Low,,,
2020-01-09,9:30am,USD,Natural Gas Storage,Medium,-51B,-58B,
2020-01-09,10:30am,USD,FOMC Member Williams Speaks,Medium,,,
2020-01-09,12:01pm,USD,30-y Bond Auction,Low,,2.31|2.5,
2020-01-09,1:10pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2020-01-09,5:30pm,JPY,Household Spending y/y,Medium,-2.0%,-5.1%,
2020-01-09,11:00pm,JPY,Leading Indicators,Medium,90.9%,91.6%,
2020-01-10,1:45am,EUR,French Industrial Production m/m,Medium,0.1%,0.5%,
2020-01-10,3:00am,EUR,Italian Industrial Production m/m,Medium,0.0%,-0.3%,
2020-01-10,3:30am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2020-01-10,7:30am,USD,Average Hourly Earnings m/m,High,0.3%,0.3%,
2020-01-10,7:30am,USD,Non-Farm Employment Change,High,162K,256K,
2020-01-10,7:30am,USD,Unemployment Rate,High,3.5%,3.5%,
2020-01-10,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.0%,0.0%,
2020-01-12,All Day,JPY,Bank Holiday,Low,,,
2020-01-13,3:00am,EUR,Italian Retail Sales m/m,Medium,0.1%,-0.3%,
2020-01-13,3:30am,GBP,GDP m/m,Low,0.0%,0.1%,
2020-01-13,3:30am,GBP,Manufacturing Production m/m,Low,-0.3%,0.5%,
2020-01-13,3:30am,GBP,Construction Output m/m,Medium,0.6%,-2.2%,
2020-01-13,3:30am,GBP,Goods Trade Balance,Medium,-11.8B,-10.9B,
2020-01-13,3:30am,GBP,Index of Services 3m/3m,Medium,0.2%,0.3%,
2020-01-13,3:30am,GBP,Industrial Production m/m,Medium,-0.1%,0.4%,
2020-01-13,8:49am,GBP,NIESR GDP Estimate,Medium,,0.1%,
2020-01-13,1:00pm,USD,Federal Budget Balance,Medium,5.0B,-208.8B,
2020-01-13,4:00pm,USD,Treasury Currency Report,Low,,,
2020-01-13,5:50pm,JPY,Bank Lending y/y,Medium,2.1%,2.1%,
2020-01-13,5:50pm,JPY,Current Account,Medium,1.78T,1.73T,
2020-01-13,11:00pm,JPY,Economy Watchers Sentiment,Medium,40.9,39.4,
2020-01-14,7:30am,USD,Core CPI m/m,High,0.2%,0.2%,
2020-01-14,7:30am,USD,CPI m/m,High,0.2%,0.3%,
2020-01-14,7:30am,USD,CPI y/y,High,2.3%,2.1%,
2020-01-14,8:00am,USD,FOMC Member Williams Speaks,Medium,,,
2020-01-14,9:00am,USD,RCM/TIPP Economic Optimism,Medium,57.3,57.0,
2020-01-14,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2020-01-14,5:50pm,JPY,M2 Money Stock y/y,Medium,2.7%,2.7%,
2020-01-14,6:30pm,JPY,BOJ Gov Kuroda Speaks,Low,,,
2020-01-14,11:58pm,JPY,Prelim Machine Tool Orders y/y,Medium,,-37.9%,
2020-01-15,2:40am,GBP,MPC Member Saunders Speaks,High,,,
2020-01-15,3:30am,GBP,CPI y/y,High,1.5%,1.5%,
2020-01-15,3:30am,GBP,PPI Input m/m,Low,0.2%,0.5%,
2020-01-15,3:30am,GBP,Core CPI y/y,Medium,1.7%,1.7%,
2020-01-15,3:30am,GBP,HPI y/y,Medium,1.1%,1.3%,
2020-01-15,3:30am,GBP,PPI Output m/m,Medium,0.0%,-0.2%,
2020-01-15,3:30am,GBP,RPI y/y,Medium,2.3%,2.2%,
2020-01-15,4:00am,EUR,Industrial Production m/m,Medium,0.3%,-0.9%,
2020-01-15,4:00am,EUR,Trade Balance,Medium,22.3B,24.0B,
2020-01-15,4:34am,EUR,German 30-y Bond Auction,Medium,,0.14|1.2,
2020-01-15,7:30am,USD,Core PPI m/m,Low,0.2%,-0.2%,
2020-01-15,7:30am,USD,PPI m/m,Low,0.2%,0.0%,
2020-01-15,7:30am,USD,Empire State Manufacturing Index,Medium,3.7,3.5,
2020-01-15,8:30am,GBP,CB Leading Index m/m,Medium,,-0.4%,
2020-01-15,9:30am,USD,Crude Oil Inventories,Low,0.4M,1.2M,
2020-01-15,10:00am,USD,FOMC Member Harker Speaks,Low,,,
2020-01-15,11:00am,USD,FOMC Member Kaplan Speaks,Low,,,
2020-01-15,12:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2020-01-15,1:00pm,USD,Beige Book,Medium,,,
2020-01-15,5:50pm,JPY,Core Machinery Orders m/m,Medium,3.1%,-6.0%,
2020-01-15,5:50pm,JPY,PPI y/y,Medium,0.9%,0.1%,
2020-01-15,6:01pm,GBP,RICS House Price Balance,Medium,-9%,-11%,
2020-01-16,1:00am,EUR,German Final CPI m/m,Medium,0.5%,0.5%,
2020-01-16,3:30am,GBP,BOE Credit Conditions Survey,Low,,,
2020-01-16,6:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,
2020-01-16,7:30am,USD,Core Retail Sales m/m,High,0.5%,0.0%,
2020-01-16,7:30am,USD,Retail Sales m/m,High,0.3%,0.3%,
2020-01-16,7:30am,USD,Philly Fed Manufacturing Index,Low,3.7,0.3,
2020-01-16,7:30am,USD,Import Prices m/m,Medium,0.3%,0.1%,
2020-01-16,7:30am,USD,Unemployment Claims,Medium,217K,214K,
2020-01-16,9:00am,USD,FOMC Member Bowman Speaks,Low,,,
2020-01-16,9:00am,USD,Business Inventories m/m,Medium,-0.1%,0.1%,
2020-01-16,9:00am,USD,NAHB Housing Market Index,Medium,74,76,
2020-01-16,9:30am,USD,Natural Gas Storage,Medium,-91B,-44B,
2020-01-16,12:00pm,EUR,ECB President Lagarde Speaks,High,,,
2020-01-16,3:00pm,USD,TIC Long-Term Purchases,Medium,34.5B,31.5B,
2020-01-16,10:30pm,JPY,Tertiary Industry Activity m/m,Medium,1.0%,-5.2%,
2020-01-17,1:45am,EUR,French Gov Budget Balance,Medium,,-107.7B,
2020-01-17,3:00am,EUR,Current Account,Medium,34.3B,35.8B,
2020-01-17,3:02am,EUR,Italian Trade Balance,Medium,7.22B,8.06B,
2020-01-17,3:30am,GBP,Retail Sales m/m,High,0.5%,-0.8%,
2020-01-17,4:00am,EUR,Final Core CPI y/y,Medium,1.3%,1.3%,
2020-01-17,4:00am,EUR,Final CPI y/y,Medium,1.3%,1.3%,
2020-01-17,7:30am,USD,Building Permits,Low,1.47M,1.47M,
2020-01-17,7:30am,USD,Housing Starts,Medium,1.38M,1.38M,
2020-01-17,8:00am,USD,FOMC Member Harker Speaks,Low,,,
2020-01-17,8:15am,USD,Capacity Utilization Rate,Medium,77.0%,77.4%,
2020-01-17,8:15am,USD,Industrial Production m/m,Medium,0.0%,0.8%,
2020-01-17,9:00am,USD,Prelim UoM Consumer Sentiment,Low,99.3,99.3,
2020-01-17,9:00am,USD,JOLTS Job Openings,Medium,7.24M,7.36M,
2020-01-17,9:00am,USD,Prelim UoM Inflation Expectations,Medium,,2.3%,
2020-01-17,11:45am,USD,FOMC Member Quarles Speaks,Medium,,,
2020-01-19,10:30pm,JPY,Revised Industrial Production m/m,Medium,-0.9%,-0.9%,
2020-01-20,All Day,EUR,Eurogroup Meetings,Medium,,,
2020-01-20,5:00am,EUR,German Buba Monthly Report,Medium,,,
2020-01-20,All Day,USD,Bank Holiday,Low,,,
2020-01-20,9:01pm,JPY,Monetary Policy Statement,High,,,
2020-01-20,9:01pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,
2020-01-20,9:02pm,JPY,BOJ Outlook Report,High,,,
2020-01-21,3:30am,GBP,Average Earnings Index 3m/y,Low,3.1%,3.2%,
2020-01-21,3:30am,GBP,Claimant Count Change,Medium,33.4K,14.9K,
2020-01-21,3:30am,GBP,Unemployment Rate,Medium,3.8%,3.8%,
2020-01-21,4:00am,EUR,German ZEW Economic Sentiment,Low,15.2,10.7,
2020-01-21,4:00am,EUR,ZEW Economic Sentiment,Medium,16.3,11.2,
2020-01-21,All Day,EUR,ECOFIN Meetings,Medium,,,
2020-01-22,3:30am,GBP,Public Sector Net Borrowing,Medium,4.5B,4.2B,
2020-01-22,5:00am,GBP,CBI Industrial Order Expectations,Medium,-25,-28,
2020-01-22,8:00am,USD,HPI m/m,Medium,0.3%,0.4%,
2020-01-22,9:00am,USD,Existing Home Sales,Medium,5.43M,5.35M,
2020-01-22,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2020-01-22,5:50pm,JPY,Trade Balance,Medium,-0.24T,-0.09T,
2020-01-22,10:30pm,JPY,All Industries Activity m/m,Medium,0.4%,-4.8%,
2020-01-23,6:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,
2020-01-23,6:45am,EUR,Monetary Policy Statement,High,,,
2020-01-23,7:30am,EUR,ECB Press Conference,High,,,
2020-01-23,7:30am,USD,Unemployment Claims,Medium,214K,205K,
2020-01-23,8:55am,EUR,Consumer Confidence,Medium,-8,-8,
2020-01-23,9:00am,USD,CB Leading Index m/m,Medium,-0.2%,0.1%,
2020-01-23,9:30am,USD,Natural Gas Storage,Medium,-88B,-109B,
2020-01-23,10:00am,USD,Crude Oil Inventories,High,-0.1M,-2.5M,
2020-01-23,5:30pm,JPY,National Core CPI y/y,Medium,0.7%,0.5%,
2020-01-23,5:50pm,JPY,Monetary Policy Meeting Minutes,Medium,,,
2020-01-23,6:30pm,JPY,Flash Manufacturing PMI,Medium,48.9,48.4,
2020-01-24,FriJan 24,EUR,French Flash Manufacturing PMI,Low,50.6,50.4,
2020-01-24,2:30am,EUR,German Flash Manufacturing PMI,High,44.5,43.7,
2020-01-24,2:30am,EUR,German Flash Services PMI,High,53.0,52.9,
2020-01-24,2:30am,GBP,MPC Member Haskel Speaks,Low,,,
2020-01-24,3:00am,EUR,Flash Manufacturing PMI,Low,46.9,46.3,
2020-01-24,3:00am,EUR,Flash Services PMI,Low,52.9,52.8,
2020-01-24,3:30am,EUR,ECB President Lagarde Speaks,High,,,
2020-01-24,3:30am,GBP,Flash Manufacturing PMI,High,48.8,47.5,
2020-01-24,3:30am,GBP,Flash Services PMI,High,51.1,50.0,
2020-01-24,3:30am,JPY,BOJ Gov Kuroda Speaks,Low,,,
2020-01-24,3:30am,USD,Treasury Sec Mnuchin Speaks,High,,,
2020-01-24,7:58am,EUR,Belgian NBB Business Climate,Medium,-3.0,-3.4,
2020-01-24,8:45am,USD,Flash Manufacturing PMI,Low,52.4,52.4,
2020-01-24,8:45am,USD,Flash Services PMI,Medium,52.9,52.8,
2020-01-27,3:30am,GBP,High Street Lending,Medium,44.0K,44.1K,
2020-01-27,8:30am,USD,FOMC Member Williams Speaks,Medium,,,
2020-01-27,9:00am,USD,New Home Sales,Medium,730K,697K,
2020-01-27,5:50pm,JPY,SPPI y/y,Medium,2.1%,2.1%,
2020-01-27,11:00pm,JPY,BOJ Core CPI y/y,Medium,0.2%,0.2%,
2020-01-28,2:00am,EUR,Spanish Unemployment Rate,Low,14.0%,13.9%,
2020-01-28,4:34am,GBP,10-y Bond Auction,Medium,,0.79|2.5,
2020-01-28,5:00am,GBP,CBI Realized Sales,Medium,5,0,
2020-01-28,7:30am,USD,Core Durable Goods Orders m/m,Low,0.4%,-0.1%,
2020-01-28,7:30am,USD,Durable Goods Orders m/m,Low,1.2%,-2.1%,
2020-01-28,8:00am,USD,S&P/CS Composite-20 HPI y/y,Medium,2.5%,2.2%,
2020-01-28,8:30am,USD,FOMC Member Williams Speaks,Medium,,,
2020-01-28,8:59am,USD,Richmond Manufacturing Index,Low,-3,-5,
2020-01-28,9:00am,USD,CB Consumer Confidence,High,128.2,128.2,
2020-01-28,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2020-01-28,5:50pm,JPY,BOJ Summary of Opinions,Medium,,,
2020-01-28,6:01pm,GBP,BRC Shop Price Index y/y,Medium,,-0.4%,
2020-01-28,11:00pm,JPY,Consumer Confidence,Medium,39.6,39.1,
2020-01-29,1:00am,EUR,German GfK Consumer Climate,Medium,9.6,9.7,
2020-01-29,1:00am,EUR,German Import Prices m/m,Medium,0.2%,0.5%,
2020-01-29,3:00am,CHF,UBS Economic Expectations,Medium,,12.5,
2020-01-29,3:00am,EUR,M3 Money Supply y/y,Medium,5.5%,5.6%,
2020-01-29,3:00am,EUR,Private Loans y/y,Medium,3.5%,3.5%,
2020-01-29,7:30am,USD,Goods Trade Balance,Medium,-64.5B,-63.0B,
2020-01-29,7:30am,USD,Prelim Wholesale Inventories m/m,Medium,0.1%,-0.1%,
2020-01-29,9:00am,USD,Pending Home Sales m/m,Medium,0.5%,1.2%,
2020-01-29,9:30am,USD,Crude Oil Inventories,Low,0.7M,-0.4M,
2020-01-29,1:00pm,USD,Federal Funds Rate,High,1.75%,1.75%,
2020-01-29,1:00pm,USD,FOMC Statement,High,,,
2020-01-29,1:30pm,USD,FOMC Press Conference,High,,,
2020-01-30,2:00am,CHF,KOF Economic Barometer,Medium,97.0,96.2,
2020-01-30,2:55am,EUR,German Unemployment Change,Medium,5K,8K,
2020-01-30,3:00am,EUR,Italian Monthly Unemployment Rate,Medium,9.7%,9.8%,
2020-01-30,4:00am,EUR,Unemployment Rate,Medium,7.5%,7.5%,
2020-01-30,4:17am,EUR,Italian 10-y Bond Auction,Medium,,1.35|1.3,
2020-01-30,6:00am,GBP,BOE Monetary Policy Report,High,,,
2020-01-30,6:00am,GBP,Monetary Policy Summary,High,,,
2020-01-30,6:00am,GBP,MPC Official Bank Rate Votes,High,0-3-6,0-2-7,
2020-01-30,6:00am,GBP,Official Bank Rate,High,0.75%,0.75%,
2020-01-30,6:00am,GBP,Asset Purchase Facility,Medium,435B,435B,
2020-01-30,6:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,
2020-01-30,6:30am,GBP,BOE Gov Carney Speaks,High,,,
2020-01-30,7:30am,USD,Advance GDP q/q,High,2.1%,2.1%,
2020-01-30,7:30am,USD,Advance GDP Price Index q/q,Low,1.8%,1.8%,
2020-01-30,7:30am,USD,Unemployment Claims,Medium,215K,223K,
2020-01-30,9:30am,USD,Natural Gas Storage,Medium,-197B,-92B,
2020-01-30,12:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2020-01-30,5:30pm,JPY,Tokyo Core CPI y/y,Medium,0.8%,0.8%,
2020-01-30,5:30pm,JPY,Unemployment Rate,Medium,2.3%,2.2%,
2020-01-30,5:50pm,JPY,Prelim Industrial Production m/m,Medium,0.7%,-1.0%,
2020-01-30,5:50pm,JPY,Retail Sales y/y,Medium,-1.7%,-2.1%,
2020-01-30,6:01pm,GBP,GfK Consumer Confidence,Medium,-9,-11,
2020-01-30,11:02pm,JPY,Housing Starts y/y,Medium,-11.7%,-12.7%,
2020-01-31,1:00am,EUR,German Retail Sales m/m,Medium,-0.5%,1.6%,
2020-01-31,1:30am,CHF,Retail Sales y/y,Medium,0.4%,0.5%,
2020-01-31,1:45am,EUR,French Consumer Spending m/m,Medium,-0.1%,0.7%,
2020-01-31,1:45am,EUR,French Prelim CPI m/m,Medium,-0.5%,0.4%,
2020-01-31,2:00am,EUR,Spanish Flash GDP q/q,Low,0.4%,0.4%,
2020-01-31,2:00am,EUR,Spanish Flash CPI y/y,Medium,1.0%,0.8%,
2020-01-31,3:00am,EUR,Italian Prelim GDP q/q,Medium,0.1%,0.1%,
2020-01-31,3:30am,GBP,M4 Money Supply m/m,Medium,0.6%,0.8%,
2020-01-31,3:30am,GBP,Mortgage Approvals,Medium,66K,66K,
2020-01-31,3:30am,GBP,Net Lending to Individuals m/m,Medium,4.2B,4.9B,
2020-01-31,4:00am,EUR,CPI Flash Estimate y/y,Low,1.4%,1.3%,
2020-01-31,4:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.2%,1.3%,
2020-01-31,4:00am,EUR,Prelim Flash GDP q/q,Medium,0.2%,0.2%,
2020-01-31,7:30am,USD,Core PCE Price Index m/m,Low,0.1%,0.1%,
2020-01-31,7:30am,USD,Employment Cost Index q/q,Low,0.7%,0.7%,
2020-01-31,7:30am,USD,Personal Spending m/m,Low,0.3%,0.4%,
2020-01-31,7:30am,USD,Personal Income m/m,Medium,0.3%,0.4%,
2020-01-31,8:45am,USD,Chicago PMI,Low,48.9,48.9,
2020-01-31,9:00am,USD,Revised UoM Consumer Sentiment,Medium,99.1,99.1,
2020-01-31,9:00am,USD,Revised UoM Inflation Expectations,Medium,,2.5%,
2020-02-02,6:30pm,JPY,Final Manufacturing PMI,Medium,49.3,49.3,
2020-02-03,2:30am,CHF,Manufacturing PMI,Medium,50.3,50.2,
2020-02-03,2:45am,EUR,Italian Manufacturing PMI,Medium,46.9,46.2,
2020-02-03,2:50am,EUR,French Final Manufacturing PMI,Medium,51.0,51.0,
2020-02-03,2:55am,EUR,German Final Manufacturing PMI,Medium,45.2,45.2,
2020-02-03,3:00am,EUR,Final Manufacturing PMI,Medium,47.8,47.8,
2020-02-03,3:30am,GBP,Final Manufacturing PMI,Low,49.8,49.8,
2020-02-03,8:45am,USD,Final Manufacturing PMI,Medium,51.7,51.7,
2020-02-03,9:00am,USD,ISM Manufacturing PMI,High,48.5,47.2,
2020-02-03,9:00am,USD,Construction Spending m/m,Medium,0.5%,0.7%,
2020-02-03,9:00am,USD,ISM Manufacturing Prices,Medium,52.0,51.7,
2020-02-03,All Day,USD,Wards Total Vehicle Sales,Medium,16.8M,16.7M,
2020-02-03,12:15pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2020-02-03,1:00pm,USD,Loan Officer Survey,Medium,,,
2020-02-03,5:50pm,JPY,Monetary Base y/y,Medium,3.2%,3.2%,
2020-02-03,9:35pm,JPY,10-y Bond Auction,Medium,,-0.01|3.7,
2020-02-04,2:00am,EUR,Spanish Unemployment Change,Medium,44.2K,-34.6K,
2020-02-04,3:30am,GBP,Construction PMI,Medium,48.1,44.4,
2020-02-04,4:00am,EUR,PPI m/m,Medium,0.1%,0.1%,
2020-02-04,4:00am,EUR,Italian Prelim CPI m/m,Medium,-0.2%,0.2%,
2020-02-04,9:00am,USD,Factory Orders m/m,Medium,0.7%,-1.2%,
2020-02-04,9:00am,USD,RCM/TIPP Economic Optimism,Medium,58.3,57.4,
2020-02-04,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2020-02-04,8:00pm,USD,President Trump Speaks,High,,,
2020-02-05,2:15am,EUR,Spanish Services PMI,Medium,54.0,54.9,
2020-02-05,2:45am,EUR,Italian Services PMI,Medium,50.3,51.1,
2020-02-05,2:50am,EUR,French Final Services PMI,Medium,51.7,51.7,
2020-02-05,2:55am,EUR,German Final Services PMI,Medium,54.2,54.2,
2020-02-05,3:00am,EUR,Final Services PMI,Medium,52.2,52.2,
2020-02-05,3:30am,GBP,Final Services PMI,Low,52.9,52.9,
2020-02-05,4:00am,EUR,Retail Sales m/m,Medium,-0.5%,0.8%,
2020-02-05,6:15am,EUR,ECB President Lagarde Speaks,High,,,
2020-02-05,7:15am,USD,ADP Non-Farm Employment Change,High,157K,199K,
2020-02-05,7:30am,USD,Trade Balance,Medium,-48.2B,-43.7B,
2020-02-05,8:45am,USD,Final Services PMI,Medium,53.2,53.2,
2020-02-05,9:00am,USD,ISM Services PMI,High,55.1,55.0,
2020-02-05,9:30am,USD,Crude Oil Inventories,Low,2.9M,3.5M,
2020-02-05,3:10pm,USD,FOMC Member Brainard Speaks,Medium,,,
2020-02-05,9:35pm,JPY,30-y Bond Auction,Medium,,0.43|3.7,
2020-02-06,2:00am,EUR,ECB President Lagarde Speaks,High,,,
2020-02-06,3:00am,EUR,ECB Economic Bulletin,Medium,,,
2020-02-06,3:49am,EUR,Spanish 10-y Bond Auction,Medium,,0.44|1.5,
2020-02-06,4:07am,EUR,French 10-y Bond Auction,Medium,,0.04|1.7,
2020-02-06,6:30am,USD,Challenger Job Cuts y/y,Medium,,-25.2%,
2020-02-06,7:30am,USD,Prelim Nonfarm Productivity q/q,Medium,1.6%,-0.2%,
2020-02-06,7:30am,USD,Prelim Unit Labor Costs q/q,Medium,1.3%,2.5%,
2020-02-06,7:30am,USD,Unemployment Claims,Medium,215K,217K,
2020-02-06,8:15am,USD,FOMC Member Kaplan Speaks,Medium,,,
2020-02-06,9:30am,USD,Natural Gas Storage,Medium,-123B,-201B,
2020-02-06,5:30pm,JPY,Average Cash Earnings y/y,Medium,-0.1%,0.1%,
2020-02-06,5:30pm,JPY,Household Spending y/y,Medium,-1.7%,-2.0%,
2020-02-06,6:15pm,USD,FOMC Member Quarles Speaks,Medium,,,
2020-02-06,11:00pm,JPY,Leading Indicators,Medium,91.4%,90.8%,
2020-02-07,FriFeb 7,EUR,German Trade Balance,Medium,16.4B,18.5B,
2020-02-07,1:45am,EUR,French Industrial Production m/m,Medium,-0.3%,0.0%,
2020-02-07,1:45am,EUR,French Prelim Private Payrolls q/q,Medium,0.2%,0.2%,
2020-02-07,1:45am,EUR,French Trade Balance,Medium,-5.1B,-5.4B,
2020-02-07,2:00am,CHF,Foreign Currency Reserves,Medium,,772B,
2020-02-07,2:30am,GBP,Halifax HPI m/m,Medium,0.6%,1.8%,
2020-02-07,3:00am,EUR,Italian Retail Sales m/m,Medium,0.2%,-0.2%,
2020-02-07,7:30am,USD,Average Hourly Earnings m/m,High,0.3%,0.1%,
2020-02-07,7:30am,USD,Non-Farm Employment Change,High,163K,147K,
2020-02-07,7:30am,USD,Unemployment Rate,High,3.5%,3.5%,
2020-02-07,9:00am,USD,Final Wholesale Inventories m/m,Medium,-0.1%,-0.1%,
2020-02-07,10:00am,USD,Fed Monetary Policy Report,Medium,,,
2020-02-07,2:00pm,USD,Consumer Credit m/m,Medium,15.2B,11.8B,
2020-02-09,SunFeb 9,JPY,Current Account,Medium,1.68T,1.79T,
2020-02-09,11:02pm,JPY,Economy Watchers Sentiment,Medium,39.2,39.8,
2020-02-10,1:30am,CHF,CPI m/m,Medium,-0.2%,0.0%,
2020-02-10,3:00am,EUR,Italian Industrial Production m/m,Medium,1.5%,0.0%,
2020-02-10,3:30am,EUR,Sentix Investor Confidence,Medium,6.1,7.6,
2020-02-10,7:15am,USD,FOMC Member Bowman Speaks,Low,,,
2020-02-10,2:15pm,USD,FOMC Member Harker Speaks,Medium,,,
2020-02-10,All Day,JPY,Bank Holiday,Low,,,
2020-02-10,6:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,0.6%,1.7%,
2020-02-11,TueFeb 11,GBP,GDP m/m,Low,0.2%,-0.3%,
2020-02-11,TueFeb 11,GBP,Manufacturing Production m/m,Low,0.5%,-1.6%,
2020-02-11,TueFeb 11,GBP,Construction Output m/m,Medium,-0.4%,2.4%,
2020-02-11,TueFeb 11,GBP,Goods Trade Balance,Medium,-10.0B,-4.9B,
2020-02-11,TueFeb 11,GBP,Index of Services 3m/3m,Medium,0.0%,0.1%,
2020-02-11,TueFeb 11,GBP,Industrial Production m/m,Medium,0.3%,-1.1%,
2020-02-11,TueFeb 11,GBP,Prelim Business Investment q/q,Medium,-0.5%,0.0%,
2020-02-11,4:56am,USD,NFIB Small Business Index,Medium,103.6,102.7,
2020-02-11,8:00am,EUR,ECB President Lagarde Speaks,High,,,
2020-02-11,9:00am,USD,Fed Chairman Powell Testifies,High,,,
2020-02-11,9:00am,USD,JOLTS Job Openings,Medium,6.93M,6.79M,
2020-02-11,9:00am,USD,Mortgage Delinquencies,Medium,,3.97%,
2020-02-11,9:35am,GBP,BOE Gov Carney Speaks,High,,,
2020-02-11,11:00am,GBP,MPC Member Haskel Speaks,Low,,,
2020-02-11,11:15am,USD,FOMC Member Quarles Speaks,Medium,,,
2020-02-11,11:37am,GBP,NIESR GDP Estimate,Medium,,0.0%,
2020-02-11,1:15pm,USD,FOMC Member Kashkari Speaks,Low,,,
2020-02-11,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2020-02-11,5:50pm,JPY,M2 Money Stock y/y,Medium,2.8%,2.7%,
2020-02-11,11:59pm,JPY,Prelim Machine Tool Orders y/y,Medium,,-33.5%,
2020-02-12,4:33am,EUR,German 10-y Bond Auction,Medium,,-0.25|1.2,
2020-02-12,7:30am,USD,FOMC Member Harker Speaks,Medium,,,
2020-02-12,8:30am,GBP,CB Leading Index m/m,Medium,,-0.2%,
2020-02-12,8:30am,USD,Fed Chairman Powell Testifies,High,,,
