date,time,currency,event,impact,actual,forecast,previous
2019-01-09,9:30am,USD,Crude Oil Inventories,Medium,-2.4M,0.0M,
2019-01-09,10:30am,USD,FOMC Member Rosengren Speaks,Low,,,
2019-01-09,12:01pm,USD,10-y Bond Auction,Medium,,2.92|2.4,
2019-01-09,1:00pm,USD,FOMC Meeting Minutes,High,,,
2019-01-09,6:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,-0.3%,-0.5%,
2019-01-09,9:35pm,JPY,30-y Bond Auction,Medium,,0.79|3.8,
2019-01-09,11:00pm,JPY,Leading Indicators,Medium,99.5%,99.6%,
2019-01-10,3:05am,EUR,Italian Retail Sales m/m,Medium,0.2%,0.2%,
2019-01-10,4:01am,EUR,French 10-y Bond Auction,Medium,,0.82|1.8,
2019-01-10,Tentative,GBP,Monetary Policy Report Hearings,High,,,
2019-01-10,6:30am,EUR,ECB Monetary Policy Meeting Accounts,Low,,,
2019-01-10,7:30am,USD,Unemployment Claims,Medium,226K,233K,
2019-01-10,9:30am,USD,Natural Gas Storage,Medium,-62B,-20B,
2019-01-10,11:40am,USD,FOMC Member Bullard Speaks,Low,,,
2019-01-10,11:45am,USD,Fed Chairman Powell Speaks,High,,,
2019-01-10,12:00pm,USD,FOMC Member Evans Speaks,Low,,,
2019-01-10,12:01pm,USD,30-y Bond Auction,Medium,,3.17|2.3,
2019-01-10,5:30pm,JPY,Household Spending y/y,Medium,0.0%,-0.3%,
2019-01-10,5:50pm,JPY,Bank Lending y/y,Medium,2.1%,2.1%,
2019-01-10,5:50pm,JPY,Current Account,Medium,1.10T,1.21T,
2019-01-10,6:00pm,USD,FOMC Member Clarida Speaks,Low,,,
2019-01-10,11:03pm,JPY,Economy Watchers Sentiment,Medium,50.5,51.0,
2019-01-11,3:30am,GBP,GDP m/m,High,0.1%,0.1%,
2019-01-11,3:30am,GBP,Manufacturing Production m/m,High,0.4%,-0.6%,
2019-01-11,3:30am,GBP,Construction Output m/m,Medium,0.2%,0.0%,
2019-01-11,3:30am,GBP,Goods Trade Balance,Medium,-11.4B,-11.9B,
2019-01-11,3:30am,GBP,Index of Services 3m/3m,Medium,0.2%,0.3%,
2019-01-11,3:30am,GBP,Industrial Production m/m,Medium,0.3%,-0.5%,
2019-01-11,7:30am,USD,Core CPI m/m,High,0.2%,0.2%,
2019-01-11,7:30am,USD,CPI m/m,High,-0.1%,0.0%,
2019-01-11,7:30am,USD,CPI y/y,High,1.9%,2.2%,
2019-01-11,8:02am,GBP,NIESR GDP Estimate,Medium,,0.3%,
2019-01-14,4:00am,EUR,Industrial Production m/m,Medium,0.3%,0.1%,
2019-01-14,5:50pm,JPY,M2 Money Stock y/y,Medium,2.4%,2.3%,
2019-01-14,11:59pm,JPY,Prelim Machine Tool Orders y/y,Medium,,-17.0%,
2019-01-15,TueJan 15,EUR,French Gov Budget Balance,Medium,,-87.0B,
2019-01-15,4:00am,EUR,Trade Balance,Medium,13.2B,13.5B,
2019-01-15,7:30am,USD,PPI m/m,High,-0.1%,0.1%,
2019-01-15,7:30am,USD,Core PPI m/m,Low,0.2%,0.3%,
2019-01-15,7:30am,USD,Empire State Manufacturing Index,Medium,11.6,10.9,
2019-01-15,9:00am,EUR,ECB President Draghi Speaks,High,,,
2019-01-15,9:02am,USD,RCM/TIPP Economic Optimism,Medium,53.1,52.6,
2019-01-15,12:00pm,USD,FOMC Member George Speaks,Low,,,
2019-01-15,1:39pm,GBP,Parliament Brexit Vote,High,Reject,,
2019-01-15,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-01-15,5:50pm,JPY,Core Machinery Orders m/m,Medium,3.3%,7.6%,
2019-01-15,5:50pm,JPY,PPI y/y,Medium,1.8%,2.3%,
2019-01-15,10:30pm,JPY,Tertiary Industry Activity m/m,Medium,-0.5%,2.2%,
2019-01-16,3:15am,GBP,BOE Gov Carney Speaks,High,,,
2019-01-16,3:30am,GBP,CPI y/y,High,2.1%,2.3%,
2019-01-16,3:30am,GBP,PPI Input m/m,Low,-1.5%,-2.6%,
2019-01-16,3:30am,GBP,RPI y/y,Low,2.9%,3.2%,
2019-01-16,3:30am,GBP,Core CPI y/y,Medium,1.8%,1.8%,
2019-01-16,3:30am,GBP,HPI y/y,Medium,3.0%,2.7%,
2019-01-16,3:30am,GBP,PPI Output m/m,Medium,0.1%,0.1%,
2019-01-16,4:34am,EUR,German 30-y Bond Auction,Medium,,1.04|1.2,
2019-01-16,7:30am,USD,Import Prices m/m,Medium,-1.3%,-1.9%,
2019-01-16,8:30am,GBP,CB Leading Index m/m,Medium,,-0.4%,
2019-01-16,9:00am,USD,NAHB Housing Market Index,Medium,56,56,
2019-01-16,9:30am,USD,Crude Oil Inventories,Medium,-1.4M,-1.7M,
2019-01-16,1:00pm,USD,Beige Book,Medium,,,
2019-01-16,1:15pm,GBP,Govt Confidence Vote,High,,,
2019-01-16,6:01pm,GBP,RICS House Price Balance,Medium,-13%,-11%,
2019-01-16,9:20pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-01-17,3:30am,GBP,BOE Credit Conditions Survey,Low,,,
2019-01-17,4:00am,EUR,Final Core CPI y/y,Medium,1.0%,1.0%,
2019-01-17,4:00am,EUR,Final CPI y/y,Medium,1.7%,1.6%,
2019-01-17,7:30am,USD,Philly Fed Manufacturing Index,Low,9.7,9.4,
2019-01-17,7:30am,USD,Unemployment Claims,Medium,219K,216K,
2019-01-17,9:30am,USD,Natural Gas Storage,Medium,-73B,-91B,
2019-01-17,9:45am,USD,FOMC Member Quarles Speaks,Low,,,
2019-01-17,5:30pm,JPY,National Core CPI y/y,Medium,0.8%,0.9%,
2019-01-17,10:30pm,JPY,Revised Industrial Production m/m,Medium,-1.1%,-1.1%,
2019-01-18,3:00am,EUR,Current Account,Medium,24.1B,26.8B,
2019-01-18,3:30am,GBP,Retail Sales m/m,High,-0.8%,1.3%,
2019-01-18,8:05am,USD,FOMC Member Williams Speaks,Low,,,
2019-01-18,8:15am,USD,Capacity Utilization Rate,Medium,78.6%,78.6%,
2019-01-18,8:15am,USD,Industrial Production m/m,Medium,0.2%,0.4%,
2019-01-18,9:00am,USD,Prelim UoM Consumer Sentiment,Low,97.0,98.3,
2019-01-18,9:00am,USD,Prelim UoM Inflation Expectations,Medium,,2.7%,
2019-01-21,5:00am,EUR,German Buba Monthly Report,Medium,,,
2019-01-21,All Day,USD,Bank Holiday,Low,,,
2019-01-21,9:35am,GBP,Prime Minister May Speaks,High,,,
2019-01-21,11:00pm,JPY,BOJ Core CPI y/y,Medium,0.5%,0.5%,
2019-01-22,TueJan 22,GBP,Public Sector Net Borrowing,Low,1.1B,6.3B,
2019-01-22,TueJan 22,GBP,Unemployment Rate,Low,4.1%,4.1%,
2019-01-22,TueJan 22,GBP,Claimant Count Change,Medium,20.1K,24.8K,
2019-01-22,4:00am,EUR,German ZEW Economic Sentiment,Low,-18.8,-17.5,
2019-01-22,4:00am,EUR,ZEW Economic Sentiment,Medium,-20.1,-21.0,
2019-01-22,9:00am,USD,Existing Home Sales,Medium,5.27M,5.33M,
2019-01-22,5:50pm,JPY,Trade Balance,Medium,-0.29T,-0.48T,
2019-01-22,8:59pm,JPY,BOJ Outlook Report,High,,,
2019-01-22,8:59pm,JPY,Monetary Policy Statement,High,,,
2019-01-22,8:59pm,JPY,BOJ Policy Rate,Low,-0.10%,-0.10%,
2019-01-22,10:30pm,JPY,All Industries Activity m/m,Medium,-0.4%,2.1%,
2019-01-23,3:30am,GBP,MPC Member Broadbent Speaks,Low,,,
2019-01-23,5:00am,GBP,CBI Industrial Order Expectations,Medium,5,8,
2019-01-23,8:00am,USD,HPI m/m,Medium,0.3%,0.4%,
2019-01-23,9:00am,EUR,Consumer Confidence,Medium,-6,-6,
2019-01-23,9:03am,USD,Richmond Manufacturing Index,Medium,-2,-8,
2019-01-23,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-01-23,6:30pm,JPY,Flash Manufacturing PMI,Medium,52.7,52.6,
2019-01-24,ThuJan 24,EUR,French Flash Services PMI,Low,50.6,49.0,
2019-01-24,2:30am,EUR,German Flash Manufacturing PMI,Low,51.4,51.5,
2019-01-24,2:30am,EUR,German Flash Services PMI,Low,52.2,51.8,
2019-01-24,3:00am,EUR,Flash Manufacturing PMI,Low,51.5,51.4,
2019-01-24,3:00am,EUR,Flash Services PMI,Low,51.5,51.2,
2019-01-24,6:44am,EUR,Main Refinancing Rate,High,0.00%,0.00%,
2019-01-24,6:45am,EUR,Monetary Policy Statement,High,,,
2019-01-24,7:30am,EUR,ECB Press Conference,High,,,
2019-01-24,7:30am,USD,Unemployment Claims,Medium,219K,212K,
2019-01-24,8:45am,USD,Flash Manufacturing PMI,Medium,53.5,53.8,
2019-01-24,8:45am,USD,Flash Services PMI,Medium,54.0,54.4,
2019-01-24,9:00am,USD,CB Leading Index m/m,Medium,-0.1%,0.2%,
2019-01-24,9:30am,USD,Natural Gas Storage,Medium,-145B,-81B,
2019-01-24,10:00am,USD,Crude Oil Inventories,Medium,-0.2M,-2.7M,
2019-01-24,5:30pm,JPY,Tokyo Core CPI y/y,Medium,0.9%,0.9%,
2019-01-25,3:30am,GBP,High Street Lending,Medium,38.9K,39.2K,
2019-01-25,5:00am,GBP,CBI Realized Sales,Medium,3,-13,
2019-01-25,7:59am,EUR,Belgian NBB Business Climate,Medium,-1.4,-0.9,
2019-01-25,12:30pm,USD,President Trump Speaks,High,,,
2019-01-27,5:50pm,JPY,Monetary Policy Meeting Minutes,Medium,,,
2019-01-27,5:50pm,JPY,SPPI y/y,Medium,1.2%,1.2%,
2019-01-28,MonJan 28,EUR,Private Loans y/y,Medium,3.4%,3.3%,
2019-01-28,8:00am,EUR,ECB President Draghi Speaks,High,,,
2019-01-28,8:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-01-29,2:00am,EUR,Spanish Unemployment Rate,Low,14.5%,14.6%,
2019-01-29,8:00am,USD,S&P/CS Composite-20 HPI y/y,Medium,5.0%,5.0%,
2019-01-29,9:00am,USD,CB Consumer Confidence,High,125.0,126.6,
2019-01-29,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-01-29,5:50pm,JPY,Retail Sales y/y,Medium,0.9%,1.4%,
2019-01-29,6:01pm,GBP,BRC Shop Price Index y/y,Medium,,0.3%,
2019-01-29,11:00pm,JPY,Consumer Confidence,Medium,42.5,42.7,
2019-01-30,1:00am,EUR,German GfK Consumer Climate,Medium,10.3,10.5,
2019-01-30,1:00am,EUR,German Import Prices m/m,Medium,-0.8%,-1.0%,
2019-01-30,All Day,EUR,German Prelim CPI m/m,Low,-0.9%,0.1%,
2019-01-30,1:45am,EUR,French Consumer Spending m/m,Medium,-0.3%,-0.1%,
2019-01-30,2:00am,CHF,KOF Economic Barometer,Medium,96.8,96.4,
2019-01-30,3:00am,CHF,UBS Economic Expectations,Medium,,-22.2,
2019-01-30,3:30am,GBP,Net Lending to Individuals m/m,Low,4.3B,4.6B,
2019-01-30,3:30am,GBP,M4 Money Supply m/m,Medium,0.2%,0.1%,
2019-01-30,3:30am,GBP,Mortgage Approvals,Medium,63K,64K,
2019-01-30,4:14am,EUR,Italian 10-y Bond Auction,Medium,,2.70|1.5,
2019-01-30,4:34am,EUR,German 10-y Bond Auction,Medium,,0.29|1.6,
2019-01-30,7:15am,USD,ADP Non-Farm Employment Change,Low,180K,263K,
2019-01-30,9:00am,USD,Pending Home Sales m/m,Medium,0.8%,-0.9%,
2019-01-30,9:30am,USD,Crude Oil Inventories,Medium,3.0M,8.0M,
2019-01-30,1:00pm,USD,Federal Funds Rate,High,2.50%,2.50%,
2019-01-30,1:00pm,USD,FOMC Statement,High,,,
2019-01-30,1:30pm,USD,FOMC Press Conference,High,,,
2019-01-30,5:50pm,JPY,BOJ Summary of Opinions,Medium,,,
2019-01-30,5:50pm,JPY,Prelim Industrial Production m/m,Medium,-0.5%,-1.0%,
2019-01-30,6:01pm,GBP,GfK Consumer Confidence,Medium,-14,-14,
2019-01-30,11:00pm,JPY,Housing Starts y/y,Medium,2.1%,-0.6%,
2019-01-31,1:00am,EUR,German Retail Sales m/m,Medium,-0.5%,1.4%,
2019-01-31,1:45am,EUR,French Prelim CPI m/m,Medium,-0.5%,0.0%,
2019-01-31,2:00am,EUR,Spanish Flash GDP q/q,Low,0.6%,0.6%,
2019-01-31,2:00am,EUR,Spanish Flash CPI y/y,Medium,1.1%,1.2%,
2019-01-31,2:55am,EUR,German Unemployment Change,Medium,-11K,-12K,
2019-01-31,3:00am,EUR,Italian Monthly Unemployment Rate,Medium,10.6%,10.5%,
2019-01-31,4:00am,EUR,Prelim Flash GDP q/q,Low,0.2%,0.2%,
2019-01-31,4:00am,EUR,Italian Prelim GDP q/q,Medium,-0.1%,-0.1%,
2019-01-31,4:00am,EUR,Unemployment Rate,Medium,7.9%,7.9%,
2019-01-31,6:30am,USD,Challenger Job Cuts y/y,Medium,,35.3%,
2019-01-31,7:30am,USD,Employment Cost Index q/q,Low,0.8%,0.8%,
2019-01-31,7:30am,USD,Unemployment Claims,Medium,215K,200K,
2019-01-31,8:45am,USD,Chicago PMI,Low,61.5,65.4,
2019-01-31,9:00am,USD,New Home Sales,Medium,569K,562K,
2019-01-31,9:30am,USD,Natural Gas Storage,Medium,-191B,-163B,
2019-01-31,10:00am,EUR,German Buba President Weidmann Speaks,Low,,,
2019-01-31,3:00pm,USD,TIC Long-Term Purchases,Medium,30.3B,31.9B,
2019-01-31,5:30pm,JPY,Unemployment Rate,Medium,2.5%,2.5%,
2019-01-31,6:30pm,JPY,Final Manufacturing PMI,Medium,50.0,50.0,
2019-02-01,1:30am,CHF,Retail Sales y/y,Medium,0.1%,-0.6%,
2019-02-01,1:45am,EUR,French Gov Budget Balance,Medium,,-95.6B,
2019-02-01,2:15am,EUR,Spanish Manufacturing PMI,Medium,50.5,51.1,
2019-02-01,2:30am,CHF,Manufacturing PMI,Medium,56.2,57.8,
2019-02-01,2:45am,EUR,Italian Manufacturing PMI,Medium,49.0,49.2,
2019-02-01,2:50am,EUR,French Final Manufacturing PMI,Medium,51.2,51.2,
2019-02-01,2:55am,EUR,German Final Manufacturing PMI,Medium,49.9,49.9,
2019-02-01,3:00am,EUR,Final Manufacturing PMI,Medium,50.5,50.5,
2019-02-01,3:30am,GBP,Final Manufacturing PMI,Low,53.5,54.2,
2019-02-01,4:00am,EUR,Core CPI Flash Estimate y/y,Low,1.0%,1.0%,
2019-02-01,4:00am,EUR,CPI Flash Estimate y/y,Low,1.4%,1.6%,
2019-02-01,7:30am,USD,Average Hourly Earnings m/m,High,0.3%,0.4%,
2019-02-01,7:30am,USD,Non-Farm Employment Change,High,165K,222K,
2019-02-01,7:30am,USD,Unemployment Rate,High,3.9%,3.9%,
2019-02-01,8:45am,USD,Final Manufacturing PMI,Medium,54.9,54.9,
2019-02-01,9:00am,USD,ISM Manufacturing PMI,High,54.1,54.1,
2019-02-01,9:00am,USD,Revised UoM Consumer Sentiment,Low,90.8,90.7,
2019-02-01,9:00am,USD,Construction Spending m/m,Medium,0.2%,0.1%,
2019-02-01,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.5%,0.8%,
2019-02-01,9:00am,USD,ISM Manufacturing Prices,Medium,54.4,54.9,
2019-02-01,9:00am,USD,Revised UoM Inflation Expectations,Medium,,2.7%,
2019-02-01,All Day,USD,Total Vehicle Sales,Medium,17.2M,17.6M,
2019-02-01,All Day,USD,Wards Total Vehicle Sales,Medium,17.2M,17.5M,
2019-02-03,5:50pm,JPY,Monetary Base y/y,Medium,4.6%,4.8%,
2019-02-04,3:30am,EUR,Sentix Investor Confidence,Medium,-1.1,-1.5,
2019-02-04,3:30am,GBP,Construction PMI,Medium,52.6,52.8,
2019-02-04,4:00am,EUR,PPI m/m,Medium,-0.7%,-0.3%,
2019-02-04,4:00am,EUR,Italian Prelim CPI m/m,Medium,0.1%,-0.1%,
2019-02-04,9:00am,USD,Factory Orders m/m,Medium,0.3%,-2.1%,
2019-02-04,1:00pm,USD,Loan Officer Survey,Medium,,,
2019-02-04,6:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,-0.2%,-0.7%,
2019-02-04,9:35pm,JPY,10-y Bond Auction,Medium,,0.02|4.0,
2019-02-05,2:45am,EUR,Italian Services PMI,Medium,50.0,50.5,
2019-02-05,2:50am,EUR,French Final Services PMI,Medium,47.5,47.5,
2019-02-05,2:55am,EUR,German Final Services PMI,Medium,53.1,53.1,
2019-02-05,3:00am,EUR,Final Services PMI,Medium,50.8,50.8,
2019-02-05,3:30am,GBP,Final Services PMI,Low,51.1,51.2,
2019-02-05,4:00am,EUR,Retail Sales m/m,Medium,-1.5%,0.8%,
2019-02-05,8:45am,USD,Final Services PMI,Medium,54.2,54.2,
2019-02-05,9:00am,USD,ISM Services PMI,High,57.2,57.6,
2019-02-05,9:00am,USD,RCM/TIPP Economic Optimism,Medium,53.1,52.3,
2019-02-05,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-02-05,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-02-05,8:00pm,USD,President Trump Speaks,High,,,
2019-02-06,7:30am,USD,Trade Balance,Medium,-54.0B,-55.7B,
2019-02-06,9:30am,USD,Crude Oil Inventories,Medium,1.3M,0.9M,
2019-02-06,12:01pm,USD,10-y Bond Auction,Medium,,2.73|2.5,
2019-02-06,5:05pm,USD,FOMC Member Quarles Speaks,Low,,,
2019-02-06,6:00pm,USD,Fed Chairman Powell Speaks,High,,,
2019-02-06,9:35pm,JPY,30-y Bond Auction,Medium,,0.72|4.0,
2019-02-06,11:00pm,JPY,Leading Indicators,Medium,97.9%,99.1%,
2019-02-07,1:45am,EUR,French Trade Balance,Medium,-4.1B,-4.8B,
2019-02-07,2:00am,CHF,Foreign Currency Reserves,Medium,,729B,
2019-02-07,2:30am,GBP,Halifax HPI m/m,Medium,-0.6%,2.5%,
2019-02-07,3:00am,EUR,ECB Economic Bulletin,Medium,,,
2019-02-07,3:00am,EUR,Italian Retail Sales m/m,Medium,-0.1%,0.6%,
2019-02-07,4:00am,EUR,EU Economic Forecasts,Low,,,
2019-02-07,4:02am,EUR,French 10-y Bond Auction,Medium,,0.68|1.7,
2019-02-07,6:00am,GBP,BOE Monetary Policy Report,High,,,
2019-02-07,6:00am,GBP,Monetary Policy Summary,High,,,
2019-02-07,6:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,
2019-02-07,6:00am,GBP,Official Bank Rate,Low,0.75%,0.75%,
2019-02-07,6:00am,GBP,Asset Purchase Facility,Medium,435B,435B,
2019-02-07,6:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,
2019-02-07,6:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-02-07,7:30am,USD,Unemployment Claims,Medium,220K,253K,
2019-02-07,8:30am,USD,FOMC Member Clarida Speaks,Low,,,
2019-02-07,9:30am,USD,Natural Gas Storage,Medium,-228B,-173B,
2019-02-07,12:01pm,USD,30-y Bond Auction,Medium,,3.04|2.2,
2019-02-07,2:00pm,USD,Consumer Credit m/m,Medium,16.5B,22.4B,
2019-02-07,5:30pm,JPY,Average Cash Earnings y/y,Low,1.7%,1.7%,
2019-02-07,5:30pm,JPY,Household Spending y/y,Medium,0.8%,-0.6%,
2019-02-07,5:50pm,JPY,Bank Lending y/y,Medium,2.4%,2.4%,
2019-02-07,5:50pm,JPY,Current Account,Medium,1.52T,1.44T,
2019-02-07,6:30pm,USD,FOMC Member Bullard Speaks,Low,,,
2019-02-07,11:02pm,JPY,Economy Watchers Sentiment,Medium,48.5,48.0,
2019-02-08,1:00am,EUR,German Trade Balance,Medium,18.3B,18.9B,
2019-02-08,1:45am,EUR,French Industrial Production m/m,Medium,0.7%,-1.5%,
2019-02-08,1:45am,EUR,French Prelim Private Payrolls q/q,Medium,0.1%,0.1%,
2019-02-08,3:00am,EUR,Italian Industrial Production m/m,Medium,0.4%,-1.7%,
2019-02-11,3:30am,GBP,GDP m/m,High,0.0%,0.2%,
2019-02-11,3:30am,GBP,Manufacturing Production m/m,High,0.2%,-0.1%,
2019-02-11,3:30am,GBP,Prelim GDP q/q,High,0.3%,0.6%,
2019-02-11,3:30am,GBP,Prelim Business Investment q/q,Low,-1.3%,-1.1%,
2019-02-11,3:30am,GBP,Construction Output m/m,Medium,0.2%,0.1%,
2019-02-11,3:30am,GBP,Goods Trade Balance,Medium,-12.0B,-12.4B,
2019-02-11,3:30am,GBP,Index of Services 3m/3m,Medium,0.3%,0.4%,
2019-02-11,3:30am,GBP,Industrial Production m/m,Medium,0.1%,-0.3%,
2019-02-11,All Day,EUR,Eurogroup Meetings,Medium,,,
2019-02-11,7:18am,GBP,NIESR GDP Estimate,Medium,,0.2%,
2019-02-11,10:15am,USD,FOMC Member Bowman Speaks,Low,,,
2019-02-11,5:50pm,JPY,M2 Money Stock y/y,Medium,2.4%,2.4%,
2019-02-11,6:03pm,USD,NFIB Small Business Index,Medium,103.2,104.4,
2019-02-11,10:30pm,JPY,Tertiary Industry Activity m/m,Medium,-0.1%,-0.4%,
2019-02-11,11:59pm,JPY,Prelim Machine Tool Orders y/y,Medium,,-18.3%,
2019-02-12,All Day,EUR,ECOFIN Meetings,Medium,,,
2019-02-12,7:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-02-12,9:00am,USD,JOLTS Job Openings,Medium,6.84M,7.17M,
2019-02-12,11:45am,USD,Fed Chairman Powell Speaks,High,,,
2019-02-12,3:30pm,USD,API Weekly Statistical Bulletin,Medium,,,
2019-02-12,5:50pm,JPY,PPI y/y,Medium,1.0%,1.5%,
2019-02-12,6:30pm,USD,FOMC Member George Speaks,Low,,,
2019-02-13,WedFeb 13,GBP,PPI Input m/m,Low,0.2%,-1.6%,
2019-02-13,WedFeb 13,GBP,RPI y/y,Low,2.6%,2.7%,
2019-02-13,WedFeb 13,GBP,Core CPI y/y,Medium,1.9%,1.9%,
2019-02-13,WedFeb 13,GBP,HPI y/y,Medium,2.6%,2.7%,
2019-02-13,WedFeb 13,GBP,PPI Output m/m,Medium,0.0%,-0.3%,
2019-02-13,4:00am,EUR,Industrial Production m/m,Medium,-0.4%,-1.7%,
2019-02-13,4:32am,EUR,German 30-y Bond Auction,Medium,,0.85|1.1,
2019-02-13,7:30am,USD,Core CPI m/m,High,0.2%,0.2%,
2019-02-13,7:30am,USD,CPI m/m,High,0.1%,-0.1%,
2019-02-13,7:30am,USD,CPI y/y,High,1.5%,1.9%,
2019-02-13,8:30am,GBP,CB Leading Index m/m,Medium,,-0.5%,
2019-02-13,9:30am,USD,Crude Oil Inventories,Medium,2.1M,1.3M,
2019-02-13,1:00pm,USD,Federal Budget Balance,Medium,-10.5B,-204.9B,
2019-02-13,5:50pm,JPY,Prelim GDP q/q,Low,0.4%,-0.6%,
2019-02-13,5:53pm,JPY,Prelim GDP Price Index y/y,Medium,-0.4%,-0.3%,
2019-02-13,6:01pm,GBP,RICS House Price Balance,Medium,-20%,-19%,
2019-02-14,1:00am,EUR,German Prelim GDP q/q,Low,0.1%,-0.2%,
2019-02-14,1:00am,EUR,German WPI m/m,Medium,0.3%,-1.2%,
2019-02-14,1:30am,CHF,PPI m/m,Medium,-0.4%,-0.6%,
2019-02-14,3:30am,GBP,MPC Member Vlieghe Speaks,Low,,,
2019-02-14,4:00am,EUR,Flash GDP q/q,Low,0.2%,0.2%,
2019-02-14,4:00am,EUR,Flash Employment Change q/q,Medium,0.2%,0.2%,
2019-02-14,4:41am,GBP,10-y Bond Auction,Medium,,1.27|2.2,
2019-02-14,7:30am,USD,Core Retail Sales m/m,High,0.0%,0.0%,
2019-02-14,7:30am,USD,PPI m/m,High,0.1%,-0.2%,
2019-02-14,7:30am,USD,Retail Sales m/m,High,0.1%,0.1%,
2019-02-14,7:30am,USD,Core PPI m/m,Low,0.2%,-0.1%,
2019-02-14,7:30am,USD,Unemployment Claims,Medium,225K,235K,
2019-02-14,9:00am,USD,Business Inventories m/m,Medium,0.3%,0.6%,
2019-02-14,9:30am,USD,Natural Gas Storage,Medium,-79B,-237B,
2019-02-14,10:30pm,JPY,Revised Industrial Production m/m,Medium,-0.1%,-0.1%,
2019-02-15,3:03am,EUR,Italian Trade Balance,Medium,3.47B,3.85B,
2019-02-15,3:30am,GBP,Retail Sales m/m,High,0.2%,-0.7%,
2019-02-15,4:00am,EUR,Trade Balance,Medium,15.6B,15.8B,
2019-02-15,7:30am,USD,Empire State Manufacturing Index,Medium,7.1,3.9,
2019-02-15,7:30am,USD,Import Prices m/m,Medium,-0.1%,-1.0%,
2019-02-15,8:15am,USD,Capacity Utilization Rate,Medium,78.8%,78.8%,
2019-02-15,8:15am,USD,Industrial Production m/m,Medium,0.1%,0.1%,
2019-02-15,9:00am,USD,Prelim UoM Consumer Sentiment,Low,93.3,91.2,
2019-02-15,9:00am,USD,Mortgage Delinquencies,Medium,,4.47%,
2019-02-15,9:00am,USD,Prelim UoM Inflation Expectations,Medium,,2.7%,
2019-02-15,3:00pm,USD,TIC Long-Term Purchases,Medium,34.5B,32.0B,
2019-02-17,5:50pm,JPY,Core Machinery Orders m/m,Medium,-1.1%,0.0%,
2019-02-17,6:01pm,GBP,Rightmove HPI m/m,Medium,,0.4%,
2019-02-18,All Day,USD,Bank Holiday,Low,,,
2019-02-19,3:00am,EUR,Current Account,Medium,21.4B,22.6B,
2019-02-19,3:30am,GBP,Average Earnings Index 3m/y,High,3.5%,3.4%,
2019-02-19,3:30am,GBP,Unemployment Rate,Low,4.0%,4.0%,
2019-02-19,3:30am,GBP,Claimant Count Change,Medium,12.3K,20.2K,
2019-02-19,4:00am,EUR,German ZEW Economic Sentiment,Low,-14.1,-15.0,
