date,time,currency,event,impact,actual,forecast,previous
2013-01-23,3:30am,GBP,Unemployment Rate,Low,7.8%,7.8%,
2013-01-23,3:30am,GBP,Average Earnings Index 3m/y,Medium,1.6%,1.8%,
2013-01-23,4:00am,CHF,UBS Economic Expectations,Low,,-15.5,
2013-01-23,8:00am,USD,HPI m/m,Medium,0.7%,0.6%,
2013-01-23,9:15am,EUR,Consumer Confidence,Medium,-26,-26,
2013-01-23,5:50pm,JPY,Trade Balance,Low,-0.71T,-0.85T,
2013-01-24,ThuJan 24,EUR,French Flash Services PMI,Low,45.6,45.2,
2013-01-24,ThuJan 24,EUR,Spanish Unemployment Rate,Low,25.9%,25.0%,
2013-01-24,2:30am,EUR,German Flash Manufacturing PMI,High,47.1,46.0,
2013-01-24,2:30am,EUR,German Flash Services PMI,Low,52.0,52.0,
2013-01-24,3:00am,EUR,Current Account,Low,6.5B,8.0B,
2013-01-24,3:00am,EUR,Flash Manufacturing PMI,Low,46.6,46.1,
2013-01-24,3:00am,EUR,Flash Services PMI,Low,48.1,47.8,
2013-01-24,3:00am,EUR,Italian Retail Sales m/m,Medium,0.2%,-1.3%,
2013-01-24,3:30am,GBP,High Street Lending,Low,34.1K,33.6K,
2013-01-24,5:00am,GBP,CBI Realized Sales,Low,14,19,
2013-01-24,7:30am,USD,Unemployment Claims,High,359K,335K,
2013-01-24,8:00am,EUR,Belgian NBB Business Climate,Low,-10.9,-11.8,
2013-01-24,8:00am,USD,Flash Manufacturing PMI,Low,53.2,54.0,
2013-01-24,9:00am,USD,CB Leading Index m/m,Medium,0.4%,0.0%,
2013-01-24,9:30am,USD,Natural Gas Storage,Medium,-167B,-148B,
2013-01-24,10:00am,USD,Crude Oil Inventories,Low,1.9M,-1.0M,
2013-01-24,12:30pm,GBP,MPC Member Weale Speaks,Low,,,
2013-01-24,5:30pm,JPY,Tokyo Core CPI y/y,Low,-0.5%,-0.6%,
2013-01-24,5:30pm,JPY,National Core CPI y/y,Medium,-0.2%,-0.1%,
2013-01-24,5:50pm,JPY,Monetary Policy Meeting Minutes,Low,,,
2013-01-25,3:30am,GBP,Prelim GDP q/q,High,-0.1%,0.9%,
2013-01-25,3:30am,GBP,Index of Services 3m/3m,Medium,0.5%,1.1%,
2013-01-25,9:00am,USD,New Home Sales,High,387K,398K,
2013-01-27,5:50pm,JPY,SPPI y/y,Medium,-0.5%,-0.5%,
2013-01-28,MonJan 28,EUR,Private Loans y/y,Medium,-0.7%,-0.8%,
2013-01-28,7:30am,USD,Core Durable Goods Orders m/m,High,0.8%,1.2%,
2013-01-28,7:30am,USD,Durable Goods Orders m/m,Low,1.8%,0.8%,
2013-01-28,9:00am,USD,Pending Home Sales m/m,High,0.5%,1.6%,
2013-01-29,TueJan 29,EUR,German Import Prices m/m,Medium,-0.1%,-0.2%,
2013-01-29,8:00am,USD,S&P/CS Composite-20 HPI y/y,Low,5.5%,4.2%,
2013-01-29,9:00am,USD,CB Consumer Confidence,High,64.8,66.7,
2013-01-29,5:50pm,JPY,Retail Sales y/y,Low,0.4%,1.2%,
2013-01-30,2:00am,CHF,KOF Economic Barometer,Low,1.21,1.29,
2013-01-30,2:00am,EUR,Spanish Flash GDP q/q,Low,-0.6%,-0.3%,
2013-01-30,3:10am,EUR,Retail PMI,Medium,,44.5,
2013-01-30,3:30am,GBP,Net Lending to Individuals m/m,Low,0.9B,0.1B,
2013-01-30,3:30am,GBP,M4 Money Supply m/m,Medium,0.2%,-0.2%,
2013-01-30,3:30am,GBP,Mortgage Approvals,Medium,55K,54K,
2013-01-30,4:11am,EUR,Italian 10-y Bond Auction,High,,4.48|1.5,
2013-01-30,4:34am,EUR,German 30-y Bond Auction,Medium,,2.34|2.7,
2013-01-30,7:15am,USD,ADP Non-Farm Employment Change,High,164K,185K,
2013-01-30,7:30am,USD,Advance GDP q/q,High,1.1%,3.1%,
2013-01-30,7:30am,USD,Advance GDP Price Index q/q,Low,1.5%,2.7%,
2013-01-30,9:30am,USD,Crude Oil Inventories,Low,2.9M,2.8M,
2013-01-30,12:00pm,EUR,German Buba President Weidmann Speaks,Low,,,
2013-01-30,1:15pm,USD,FOMC Statement,High,,,
2013-01-30,1:15pm,USD,Federal Funds Rate,Low,<0.25%,<0.25%,
2013-01-30,5:15pm,JPY,Final Manufacturing PMI,Medium,,45.0,
2013-01-30,5:50pm,JPY,Prelim Industrial Production m/m,Low,4.2%,-1.4%,
2013-01-30,6:01pm,GBP,GfK Consumer Confidence,Medium,-27,-29,
2013-01-30,7:30pm,JPY,Average Cash Earnings y/y,Low,1.1%,-0.8%,
2013-01-30,11:00pm,JPY,Housing Starts y/y,Medium,13.6%,10.3%,
2013-01-31,ThuJan 31,GBP,Nationwide HPI m/m,Low,0.3%,0.0%,
2013-01-31,All Day,EUR,German Prelim CPI m/m,Low,-0.5%,0.9%,
2013-01-31,1:45am,EUR,French Consumer Spending m/m,Low,0.3%,0.2%,
2013-01-31,2:00am,EUR,Spanish Flash CPI y/y,Medium,3.0%,2.9%,
2013-01-31,2:55am,EUR,German Unemployment Change,Low,9K,-2K,
2013-01-31,6:30am,USD,Challenger Job Cuts y/y,Medium,,-22.1%,
2013-01-31,7:30am,USD,Unemployment Claims,High,362K,330K,
2013-01-31,7:30am,USD,Core PCE Price Index m/m,Low,0.1%,0.0%,
2013-01-31,7:30am,USD,Employment Cost Index q/q,Low,0.6%,0.4%,
2013-01-31,7:30am,USD,Personal Spending m/m,Low,0.4%,0.4%,
2013-01-31,7:30am,USD,Personal Income m/m,Medium,0.7%,1.0%,
2013-01-31,8:45am,USD,Chicago PMI,Low,51.1,51.6,
2013-01-31,9:30am,USD,Natural Gas Storage,Medium,-202B,-172B,
2013-01-31,5:30pm,JPY,Household Spending y/y,Low,-0.2%,0.2%,
2013-01-31,5:30pm,JPY,Unemployment Rate,Medium,4.1%,4.1%,
2013-02-01,2:30am,CHF,Manufacturing PMI,Low,50.5,49.5,
2013-02-01,2:45am,EUR,Italian Manufacturing PMI,Low,47.6,46.7,
2013-02-01,2:50am,EUR,French Final Manufacturing PMI,Medium,42.9,42.9,
2013-02-01,2:55am,EUR,German Final Manufacturing PMI,Medium,48.8,48.8,
2013-02-01,3:00am,EUR,Final Manufacturing PMI,Medium,47.5,47.5,
2013-02-01,3:00am,EUR,Italian Monthly Unemployment Rate,Medium,11.3%,11.2%,
2013-02-01,3:30am,GBP,Final Manufacturing PMI,High,51.0,51.2,
2013-02-01,4:00am,EUR,CPI Flash Estimate y/y,Low,2.2%,2.2%,
2013-02-01,4:00am,EUR,Unemployment Rate,Low,11.9%,11.7%,
2013-02-01,7:30am,USD,Non-Farm Employment Change,High,161K,196K,
2013-02-01,7:30am,USD,Unemployment Rate,High,7.8%,7.8%,
2013-02-01,7:30am,USD,Average Hourly Earnings m/m,Low,0.2%,0.3%,
2013-02-01,7:30am,USD,FOMC Member Dudley Speaks,Medium,,,
2013-02-01,8:00am,USD,Final Manufacturing PMI,Medium,56.1,56.1,
2013-02-01,8:55am,USD,Revised UoM Consumer Sentiment,Low,71.4,71.3,
2013-02-01,8:55am,USD,Revised UoM Inflation Expectations,Medium,,3.3%,
2013-02-01,9:00am,USD,ISM Manufacturing PMI,High,50.8,50.7,
2013-02-01,9:00am,USD,Construction Spending m/m,Medium,0.6%,0.1%,
2013-02-01,9:00am,USD,ISM Manufacturing Prices,Medium,56.3,55.5,
2013-02-01,All Day,USD,Total Vehicle Sales,Medium,15.2M,15.4M,
2013-02-03,5:50pm,JPY,Monetary Base y/y,Medium,13.2%,11.8%,
2013-02-04,3:30am,EUR,Sentix Investor Confidence,Medium,-2.2,-7.0,
2013-02-04,3:30am,GBP,Construction PMI,High,49.7,48.7,
2013-02-04,4:00am,EUR,PPI m/m,Medium,-0.2%,-0.2%,
2013-02-04,9:00am,USD,Factory Orders m/m,Low,2.3%,-0.3%,
2013-02-04,1:00pm,USD,Loan Officer Survey,Medium,,,
2013-02-04,6:01pm,GBP,BRC Retail Sales Monitor y/y,Low,,0.3%,
2013-02-04,9:45pm,JPY,10-y Bond Auction,Medium,,0.82|3.6,
2013-02-05,2:15am,EUR,Spanish Services PMI,Low,44.7,44.3,
2013-02-05,2:45am,EUR,Italian Services PMI,Low,45.9,45.6,
2013-02-05,2:50am,EUR,French Final Services PMI,Medium,43.6,43.6,
2013-02-05,2:55am,EUR,German Final Services PMI,Medium,55.3,55.3,
2013-02-05,3:00am,EUR,Final Services PMI,Medium,48.3,48.3,
2013-02-05,3:30am,GBP,Final Services PMI,High,49.8,48.9,
2013-02-05,4:00am,EUR,Retail Sales m/m,Low,-0.5%,-0.1%,
2013-02-05,4:00am,EUR,Italian Prelim CPI m/m,Medium,0.2%,0.3%,
2013-02-05,6:30am,CHF,Gov Board Member Zurbrugg Speaks,Low,,,
2013-02-05,7:00am,JPY,BOJ Gov Shirakawa Speaks,High,,,
2013-02-05,7:30am,USD,FOMC Member Duke Speaks,Medium,,,
2013-02-05,9:00am,USD,ISM Services PMI,High,55.2,56.1,
2013-02-05,9:00am,USD,RCM/TIPP Economic Optimism,Medium,46.1,46.5,
2013-02-05,12:15pm,USD,President Obama Speaks,Medium,,,
2013-02-05,6:00pm,GBP,BRC Shop Price Index y/y,Medium,,1.5%,
2013-02-06,5:00am,EUR,German Factory Orders m/m,Low,0.8%,-1.8%,
2013-02-06,9:30am,USD,Crude Oil Inventories,Low,2.7M,5.9M,
2013-02-06,5:50pm,JPY,Core Machinery Orders m/m,Low,-0.7%,3.9%,
2013-02-06,11:00pm,JPY,Leading Indicators,Medium,93.8%,92.1%,
2013-02-07,1:45am,EUR,French Trade Balance,Medium,-4.2B,-4.3B,
2013-02-07,2:00am,CHF,Foreign Currency Reserves,High,,427B,
2013-02-07,Day 1,EUR,EU Economic Summit,High,,,
2013-02-07,3:30am,GBP,Manufacturing Production m/m,High,0.7%,-0.3%,
2013-02-07,3:30am,GBP,Goods Trade Balance,Low,-8.9B,-9.3B,
2013-02-07,3:30am,GBP,Industrial Production m/m,Medium,0.7%,0.2%,
2013-02-07,3:45am,GBP,BOE Gov Carney Speaks,High,,,
2013-02-07,4:04am,EUR,French 10-y Bond Auction,Low,,2.07|1.7,
2013-02-07,5:00am,EUR,German Industrial Production m/m,Low,0.2%,-0.2%,
2013-02-07,6:00am,GBP,Asset Purchase Facility,High,375B,375B,
2013-02-07,6:00am,GBP,MPC Rate Statement,High,,,
2013-02-07,6:00am,GBP,Official Bank Rate,High,0.50%,0.50%,
2013-02-07,6:45am,EUR,Main Refinancing Rate,High,0.75%,0.75%,
2013-02-07,7:30am,EUR,ECB Press Conference,High,,,
2013-02-07,7:30am,USD,Unemployment Claims,High,361K,371K,
2013-02-07,7:30am,USD,Prelim Nonfarm Productivity q/q,Low,-1.3%,2.9%,
2013-02-07,7:30am,USD,Prelim Unit Labor Costs q/q,Low,3.1%,-1.9%,
2013-02-07,8:30am,USD,FOMC Member Stein Speaks,Low,,,
2013-02-07,9:00am,GBP,NIESR GDP Estimate,Low,,-0.3%,
2013-02-07,9:30am,USD,Natural Gas Storage,Medium,-135B,-194B,
2013-02-07,2:00pm,USD,Consumer Credit m/m,Medium,14.1B,15.9B,
2013-02-07,5:50pm,JPY,Current Account,High,0.18T,0.23T,
2013-02-07,5:50pm,JPY,Bank Lending y/y,Medium,,1.1%,
2013-02-07,7:00pm,USD,FOMC Member Evans Speaks,Low,,,
2013-02-07,11:00pm,JPY,Economy Watchers Sentiment,Medium,48.2,45.8,
2013-02-08,1:00am,EUR,German Trade Balance,Medium,13.7B,14.6B,
2013-02-08,1:45am,EUR,French Gov Budget Balance,Medium,,-103.4B,
2013-02-08,2:15am,CHF,Retail Sales y/y,Low,3.2%,3.0%,
2013-02-08,3:00am,EUR,Italian Industrial Production m/m,Medium,0.2%,-1.1%,
2013-02-08,Day 2,EUR,EU Economic Summit,High,,,
2013-02-08,7:30am,USD,Trade Balance,High,-45.7B,-48.6B,
2013-02-08,9:00am,USD,Final Wholesale Inventories m/m,Medium,0.5%,0.4%,
2013-02-11,All Day,EUR,Eurogroup Meetings,High,,,
2013-02-11,12:00pm,USD,FOMC Member Yellen Speaks,Low,,,
2013-02-11,5:50pm,JPY,M2 Money Stock y/y,Medium,2.6%,2.6%,
2013-02-11,6:01pm,GBP,RICS House Price Balance,Low,0%,-1%,
2013-02-11,11:00pm,JPY,Consumer Confidence,Medium,40.5,39.2,
2013-02-12,2:15am,CHF,CPI m/m,High,-0.3%,-0.2%,
2013-02-12,All Day,EUR,ECOFIN Meetings,Low,,,
2013-02-12,3:30am,GBP,CPI y/y,High,2.7%,2.7%,
2013-02-12,3:30am,GBP,PPI Input m/m,Low,0.9%,0.0%,
2013-02-12,3:30am,GBP,RPI y/y,Low,3.2%,3.1%,
2013-02-12,3:30am,GBP,Core CPI y/y,Medium,2.4%,2.4%,
2013-02-12,3:30am,GBP,ONS HPI y/y,Medium,2.1%,2.2%,
2013-02-12,3:30am,GBP,PPI Output m/m,Medium,0.2%,-0.1%,
2013-02-12,4:00am,CHF,SNB Chairman Jordan Speaks,High,,,
2013-02-12,4:00am,GBP,CB Leading Index m/m,Medium,,0.2%,
2013-02-12,6:30am,USD,NFIB Small Business Index,Medium,89.0,88.0,
2013-02-12,8:30am,EUR,ECB President Draghi Speaks,High,,,
2013-02-12,9:00am,USD,JOLTS Job Openings,Low,3.73M,3.79M,
2013-02-12,10:30am,USD,FOMC Member George Speaks,Low,,,
2013-02-12,12:46pm,USD,Federal Budget Balance,Low,-4.6B,-0.3B,
2013-02-12,5:50pm,JPY,Tertiary Industry Activity m/m,Low,0.8%,-0.4%,
2013-02-12,5:50pm,JPY,PPI y/y,Medium,-0.3%,-0.7%,
2013-02-12,8:00pm,USD,President Obama Speaks,Medium,,,
2013-02-13,2:15am,CHF,PPI m/m,Low,0.2%,0.1%,
2013-02-13,4:00am,EUR,Industrial Production m/m,Low,0.3%,-0.7%,
2013-02-13,4:30am,GBP,BOE Gov King Speaks,High,,,
2013-02-13,4:30am,GBP,BOE Monetary Policy Report,High,,,
2013-02-13,7:30am,USD,Core Retail Sales m/m,High,0.1%,0.3%,
2013-02-13,7:30am,USD,Retail Sales m/m,High,0.1%,0.5%,
2013-02-13,7:30am,USD,Import Prices m/m,Low,0.8%,-0.5%,
2013-02-13,9:00am,USD,Treasury Sec Lew Speaks,High,,,
2013-02-13,9:00am,USD,Business Inventories m/m,Low,0.3%,0.2%,
2013-02-13,9:30am,USD,Crude Oil Inventories,Low,2.4M,2.6M,
2013-02-13,10:10am,USD,FOMC Member Bullard Speaks,Low,,,
2013-02-13,12:00pm,USD,10-y Bond Auction,Low,,1.86|2.8,
2013-02-13,5:50pm,JPY,Prelim GDP q/q,Low,0.1%,-0.9%,
2013-02-13,5:50pm,JPY,Prelim GDP Price Index y/y,Medium,-0.5%,-0.8%,
2013-02-13,9:39pm,JPY,Monetary Policy Statement,High,,,
2013-02-13,9:39pm,JPY,Overnight Call Rate,High,<0.10%,<0.10%,
2013-02-14,1:00am,EUR,German Prelim GDP q/q,Low,-0.5%,0.2%,
2013-02-14,1:24am,JPY,BOJ Press Conference,High,,,
2013-02-14,1:45am,EUR,French Prelim Private Payrolls q/q,Low,-0.2%,-0.3%,
2013-02-14,3:00am,EUR,ECB Monthly Bulletin,Low,,,
2013-02-14,3:00am,EUR,Italian Prelim GDP q/q,Low,-0.5%,-0.2%,
2013-02-14,4:00am,EUR,Flash GDP q/q,Low,-0.4%,-0.1%,
2013-02-14,7:30am,USD,Unemployment Claims,High,361K,368K,
2013-02-14,9:30am,USD,FOMC Member Tarullo Speaks,Medium,,,
2013-02-14,9:30am,USD,Natural Gas Storage,Medium,-166B,-118B,
2013-02-14,11:50am,USD,FOMC Member Bullard Speaks,Low,,,
2013-02-14,12:00pm,USD,30-y Bond Auction,Medium,,3.07|2.8,
2013-02-14,10:30pm,JPY,Revised Industrial Production m/m,Medium,2.5%,2.5%,
2013-02-14,11:00pm,JPY,BOJ Monthly Report,Medium,,,
2013-02-15,3:00am,EUR,Italian Trade Balance,Medium,2.22B,2.36B,
2013-02-15,3:30am,GBP,Retail Sales m/m,High,0.5%,-0.3%,
2013-02-15,4:00am,EUR,Trade Balance,Medium,10.7B,10.5B,
2013-02-15,7:30am,USD,Empire State Manufacturing Index,Low,-2.1,-7.8,
2013-02-15,8:00am,USD,TIC Long-Term Purchases,Low,34.3B,52.4B,
2013-02-15,8:15am,USD,Capacity Utilization Rate,Low,78.9%,79.3%,
2013-02-15,8:15am,USD,Industrial Production m/m,Low,0.2%,0.4%,
2013-02-15,8:55am,USD,Prelim UoM Consumer Sentiment,High,74.8,71.3,
2013-02-15,8:55am,USD,Prelim UoM Inflation Expectations,Medium,,3.4%,
2013-02-16,9:50am,GBP,MPC Member Weale Speaks,Low,,,
2013-02-16,11:30am,USD,FOMC Member Dudley Speaks,Medium,,,
2013-02-17,6:01pm,GBP,Rightmove HPI m/m,Medium,,0.2%,
2013-02-18,5:00am,EUR,German Buba Monthly Report,Low,,,
2013-02-18,All Day,USD,Bank Holiday,Low,,,
2013-02-18,8:30am,EUR,ECB President Draghi Speaks,High,,,
2013-02-18,5:50pm,JPY,Monetary Policy Meeting Minutes,Low,,,
2013-02-19,TueFeb 19,EUR,ZEW Economic Sentiment,Low,35.5,31.2,
2013-02-19,9:00am,USD,NAHB Housing Market Index,Medium,48,47,
2013-02-19,11:15am,CHF,SNB Chairman Jordan Speaks,High,,,
2013-02-19,5:50pm,JPY,Trade Balance,Low,-0.59T,-0.78T,
2013-02-19,10:30pm,JPY,All Industries Activity m/m,Medium,1.6%,-0.4%,
2013-02-20,WedFeb 20,EUR,German Final CPI m/m,Medium,-0.5%,-0.5%,
2013-02-20,1:45am,EUR,French Final CPI m/m,Medium,-0.2%,0.3%,
2013-02-20,3:30am,GBP,Claimant Count Change,High,-5.3K,-15.8K,
2013-02-20,3:30am,GBP,MPC Asset Purchase Facility Votes,High,1-0-8,1-0-8,
2013-02-20,3:30am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,
2013-02-20,3:30am,GBP,Unemployment Rate,Low,7.7%,7.7%,
2013-02-20,3:30am,GBP,Average Earnings Index 3m/y,Medium,1.4%,1.5%,
2013-02-20,4:00am,CHF,UBS Economic Expectations,Low,,-6.9,
2013-02-20,4:38am,EUR,German 10-y Bond Auction,Low,,1.56|1.7,
2013-02-20,7:30am,USD,Building Permits,High,0.92M,0.91M,
2013-02-20,7:30am,USD,PPI m/m,High,0.3%,-0.2%,
2013-02-20,7:30am,USD,Core PPI m/m,Low,0.2%,0.1%,
2013-02-20,7:30am,USD,Housing Starts,Low,0.93M,0.97M,
2013-02-20,8:55am,EUR,Consumer Confidence,Medium,-23,-24,
2013-02-20,1:00pm,USD,FOMC Meeting Minutes,High,,,
