msg_id,file,dt_utc,asset_raw,ticker,outcome,detail
951,messages.html,2023-03-09T08:58:02+00:00,CHF/JPY,CHFJPY,BE,"TP1 touché, 50% de la position sortie. S"
951,messages.html,2023-03-09T08:58:02+00:00,ETH/USDT,ETHUSD,BE,"TP1 touché, 50% de la position sortie. P"
1162,messages2.html,2023-04-21T17:30:37+00:00,EUR/AUD,EURAUD,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1162,messages2.html,2023-04-21T17:30:37+00:00,EUR/AUD,EURAUD,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1162,messages2.html,2023-04-21T17:30:37+00:00,EUR/NZD,EURNZD,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1162,messages2.html,2023-04-21T17:30:37+00:00,GBP/CAD,GBPCAD,LOSS,SL ❌
1207,messages2.html,2023-04-28T13:26:43+00:00,USD/CAD,USDCAD,BE,Sorti au point d’entrée
1207,messages2.html,2023-04-28T13:26:43+00:00,Gold,XAUUSD,LOSS,SL ❌
1207,messages2.html,2023-04-28T13:26:43+00:00,USD/CAD,USDCAD,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1207,messages2.html,2023-04-28T13:26:43+00:00,AUD/JPY,AUDJPY,WIN,"TP1 ✅ Sorti 20% au TP1, trade en cours"
1207,messages2.html,2023-04-28T13:26:43+00:00,Gold,XAUUSD,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1207,messages2.html,2023-04-28T13:26:43+00:00,Gold,XAUUSD,LOSS,SL ❌
1207,messages2.html,2023-04-28T13:26:43+00:00,Jones,,WIN,TP2 ✅ +212 points
1207,messages2.html,2023-04-28T13:26:43+00:00,NZD/CAD,NZDCAD,WIN,TP2 ✅
1207,messages2.html,2023-04-28T13:26:43+00:00,Nasdaq,US100,WIN,TP3 ✅ +180 points
1249,messages2.html,2023-05-05T16:59:13+00:00,GBP/USD,GBPUSD,LOSS,"TP2 ✅ 50% du trade encaissé, SL au point"
1249,messages2.html,2023-05-05T16:59:13+00:00,AAVE/USDT,AAVEUSDT,LOSS,SL ❌
1249,messages2.html,2023-05-05T16:59:13+00:00,Nasdaq,US100,BE,TP1 ✅Sorti BE après avoir encaissé 50% (
1249,messages2.html,2023-05-05T16:59:13+00:00,Nasdaq,US100,BE,TP1 ✅Sorti BE après avoir encaissé 50% (
1249,messages2.html,2023-05-05T16:59:13+00:00,GBP/CHF,GBPCHF,WIN,TP1 touché ✅ 20% de la position encaissé
1249,messages2.html,2023-05-05T16:59:13+00:00,SOL/USDT,SOLUSDT,BE,Sorti au point d’entrée
1279,messages2.html,2023-05-12T15:33:03+00:00,ETH/USDT,ETHUSD,WIN,TP2 ✅
1279,messages2.html,2023-05-12T15:33:03+00:00,USD/CAD,USDCAD,WIN,TP1 en approche ✅ trade sécurisé
1279,messages2.html,2023-05-12T15:33:03+00:00,Nasdaq,US100,LOSS,SL ❌(-16 point)
1279,messages2.html,2023-05-12T15:33:03+00:00,Gold,XAUUSD,WIN,TP1 ✅ trade en cours
1279,messages2.html,2023-05-12T15:33:03+00:00,Jones,,BE,TP1 ✅Sorti BE après avoir encaissé 50% (
1279,messages2.html,2023-05-12T15:33:03+00:00,Nasdaq,US100,BE,TP1 ✅Sorti BE après avoir encaissé 50% (
1331,messages2.html,2023-05-19T18:21:52+00:00,Nasdaq,US100,WIN,TP2 ✅ +48 points
1331,messages2.html,2023-05-19T18:21:52+00:00,AUD/JPY,AUDJPY,BE,Sorti BE
1331,messages2.html,2023-05-19T18:21:52+00:00,Nasdaq,US100,BE,TP1 ✅ Sorti BE après avoir encaissé 50% 
1331,messages2.html,2023-05-19T18:21:52+00:00,Pétrole,USOIL,BE,TP1 ✅ Sorti BE après avoir encaissé 50%
1331,messages2.html,2023-05-19T18:21:52+00:00,Pétrole,USOIL,LOSS,SL ❌
1331,messages2.html,2023-05-19T18:21:52+00:00,Nasdaq,US100,LOSS,SL ❌ -37 points
1331,messages2.html,2023-05-19T18:21:52+00:00,Nasdaq,US100,BE,Sorti BE
1331,messages2.html,2023-05-19T18:21:52+00:00,CAD/CHF,CADCHF,LOSS,SL ❌
1368,messages2.html,2023-05-26T18:53:03+00:00,GBP/CAD,GBPCAD,WIN,TP2 ✅
1368,messages2.html,2023-05-26T18:53:03+00:00,Nasdaq,US100,WIN,TP2 ✅ +80 points
1368,messages2.html,2023-05-26T18:53:03+00:00,CHF/JPY,CHFJPY,LOSS,SL ❌
1368,messages2.html,2023-05-26T18:53:03+00:00,Nasdaq,US100,BE,TP1 ✅ Sorti 50% de la position (sorti BE
1368,messages2.html,2023-05-26T18:53:03+00:00,BTC/USDT,BTCUSD,BE,Sorti BE
1368,messages2.html,2023-05-26T18:53:03+00:00,GBP/AUD,GBPAUD,LOSS,Sorti en légère perte avant le SL ❌
1368,messages2.html,2023-05-26T18:53:03+00:00,EUR/USD,EURUSD,LOSS,TP1 ✅ 50% de la position et SL au point 
1405,messages2.html,2023-06-03T18:08:06+00:00,NZD/CAD,NZDCAD,LOSS,SL ❌
1405,messages2.html,2023-06-03T18:08:06+00:00,CAD/CHF,CADCHF,WIN,TP2 ✅
1405,messages2.html,2023-06-03T18:08:06+00:00,ETH/USDT,ETHUSD,LOSS,SL ❌
1405,messages2.html,2023-06-03T18:08:06+00:00,Pétrole,USOIL,LOSS,TP1 ✅ 50% de la position et SL au point 
1405,messages2.html,2023-06-03T18:08:06+00:00,EUR/AUD,EURAUD,LOSS,SL ❌
1405,messages2.html,2023-06-03T18:08:06+00:00,Nasdaq,US100,WIN,TP2 ✅ +110 points
1405,messages2.html,2023-06-03T18:08:06+00:00,Nasdaq,US100,LOSS,SL ❌ -21 points
1405,messages2.html,2023-06-03T18:08:06+00:00,Nasdaq,US100,LOSS,TP1 ✅ 50% de la position et SL au point 
1405,messages2.html,2023-06-03T18:08:06+00:00,CAD/JPY,CADJPY,WIN,TP2 ✅ sorti en gains avant TP1 personnel
1405,messages2.html,2023-06-03T18:08:06+00:00,EUR/USD,EURUSD,BE,Trade en cours au point d’entrée
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,LOSS,SL ❌ -19 points
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,LOSS,SL ❌ -14 points
1487,messages2.html,2023-06-16T16:34:12+00:00,AUD/JPY,AUDJPY,BE,Sorti BE
1487,messages2.html,2023-06-16T16:34:12+00:00,AUD/CHF,AUDCHF,LOSS,SL ❌
1487,messages2.html,2023-06-16T16:34:12+00:00,GER,,LOSS,TP1 ✅ +35 points : 50% de la position et
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,LOSS,TP1 ✅ +61 points : 50% de la position et
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,WIN,TP2 ✅ +110 points
1487,messages2.html,2023-06-16T16:34:12+00:00,AUD/CAD,AUDCAD,LOSS,TP1 ✅ 50% de la position et SL au point 
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,LOSS,SL ❌ -32 points
1487,messages2.html,2023-06-16T16:34:12+00:00,Nasdaq,US100,WIN,TP2 ✅ +64 points
1487,messages2.html,2023-06-16T16:34:12+00:00,GBP/CHF,GBPCHF,WIN,TP3 ✅
1487,messages2.html,2023-06-16T16:34:12+00:00,EUR/USD,EURUSD,WIN,TP3 ✅
1487,messages2.html,2023-06-16T16:34:12+00:00,USD/CHF,USDCHF,BE,TP2 ✅ Sorti BE après avoir encaissé 50%
1521,messages2.html,2023-06-22T21:32:58+00:00,EUR/CHF,EURCHF,WIN,TP1 touché ✅ 20% de la position encaissé
1521,messages2.html,2023-06-22T21:32:58+00:00,AUD/CHF,AUDCHF,LOSS,SL ❌
1521,messages2.html,2023-06-22T21:32:58+00:00,EUR/USD,EURUSD,BE,Sorti au point d’entrée
1521,messages2.html,2023-06-22T21:32:58+00:00,USD/CHF,USDCHF,BE,TP1 touché ✅ 50% de la position et encai
1521,messages2.html,2023-06-22T21:32:58+00:00,Gold,XAUUSD,LOSS,SL ❌
1521,messages2.html,2023-06-22T21:32:58+00:00,Nasdaq,US100,BE,"TP1 ✅ 50% de la position encaissée, sort"
1521,messages2.html,2023-06-22T21:32:58+00:00,Nasdaq,US100,WIN,TP2 ✅ +100 points
1521,messages2.html,2023-06-22T21:32:58+00:00,AUD/CAD,AUDCAD,WIN,TP2 ✅
1563,messages2.html,2023-07-08T18:43:19+00:00,GBP/AUD,GBPAUD,BE,Sorti BE
1563,messages2.html,2023-07-08T18:43:19+00:00,Nasdaq,US100,BE,"TP1 ✅ 50% de la position encaissée, sort"
1563,messages2.html,2023-07-08T18:43:19+00:00,Nasdaq,US100,WIN,TP2 ✅ +74 points
1563,messages2.html,2023-07-08T18:43:19+00:00,GBP/CHF,GBPCHF,BE,Sorti BE
1563,messages2.html,2023-07-08T18:43:19+00:00,EUR/CAD,EURCAD,WIN,TP1 en approche ✅
1563,messages2.html,2023-07-08T18:43:19+00:00,Nasdaq,US100,BE,TP2 ✅ +79 points (sorti au point d’entré
1563,messages2.html,2023-07-08T18:43:19+00:00,Nasdaq,US100,LOSS,"SL, -30 points"
1563,messages2.html,2023-07-08T18:43:19+00:00,Nasdaq,US100,BE,"TP1 ✅ 50% de la position encaissée, sort"
1563,messages2.html,2023-07-08T18:43:19+00:00,Gold/USD,XAUUSD,WIN,TP3 ✅
1598,messages2.html,2023-07-15T09:40:06+00:00,Nasdaq,US100,WIN,TP2 ✅ +100 points
1598,messages2.html,2023-07-15T09:40:06+00:00,Gold,XAUUSD,BE,TP1 ✅ Sorti BE personnellement
1598,messages2.html,2023-07-15T09:40:06+00:00,Nasdaq,US100,BE,Sorti BE
